id,name,aliases,visual_keywords,visual_description,recognition_hint
entity_CP_MO_002,仿程君房东岳泰山图墨,仿程君房东岳墨,墨,墨质墨，饰仿程君房东岳泰山纹，做工精细考究，形态端整大方。,仿程君房东岳纹饰，可据此与同类器物区分。
entity_CP_MO_003,仿胡开文云行雨施墨,仿胡开文云行墨,墨,墨质墨，饰仿胡开文云行雨施纹，做工精细考究，形态端整大方。,仿胡开文云行纹饰，可据此与同类器物区分。
entity_CP_MO_004,凤阁书云彩墨,凤墨,彩墨|凤|墨,瓷质墨，以彩墨绘饰，饰凤阁书云彩纹，做工精细考究，形态端整大方。,彩墨釉色，可据此与同类器物区分。
entity_CP_MO_005,仿程君房爵禄封侯图墨,仿程君房爵禄墨,墨,墨质墨，饰仿程君房爵禄封侯纹，做工精细考究，形态端整大方。,仿程君房爵禄纹饰，可据此与同类器物区分。
entity_CP_MO_006,仿程君房百子图墨,仿程君房百子墨|百子墨,百子|墨,墨质墨，饰仿程君房百子纹，做工精细考究，形态端整大方。,百子题材，可据此与同类器物区分。
entity_CP_MO_007,仿唐代铜镜墨,,铜镜|墨,墨质墨，饰仿唐代铜镜纹，做工精细考究，形态端整大方。,仿唐代铜镜纹饰，可据此与同类器物区分。
entity_CP_MO_008,鱼戏莲图彩墨,鱼墨,彩墨|鱼|莲,瓷质墨，以彩墨绘饰，饰鱼戏莲图彩纹，做工精细考究，形态端整大方。,彩墨釉色，可据此与同类器物区分。
entity_CP_MO_009,程君房山水诗文墨,程君房山水诗墨|山水墨,山水|墨,墨质墨，饰程君房山水诗文纹，做工精细考究，形态端整大方。,程君房山水诗纹饰，可据此与同类器物区分。
entity_CP_MO_010,汪乾章八仙图墨,汪乾章八仙墨|八仙墨,八仙|墨,墨质墨，为汪乾章八仙形象，做工精细考究，形态端整大方。,八仙题材，可据此与同类器物区分。
entity_CP_MO_011,仿秦铁权墨,,墨,墨质墨，饰仿秦铁权纹，做工精细考究，形态端整大方。,仿秦铁权纹饰，可据此与同类器物区分。
entity_CP_MO_012,仿方于鲁百子图墨,仿方于鲁百子墨|百子墨,百子|墨,墨质墨，饰仿方于鲁百子纹，做工精细考究，形态端整大方。,百子题材，可据此与同类器物区分。
entity_CP_MO_013,仿程君房山水楼阁图墨,仿程君房山水墨|山水墨,山水|墨,墨质墨，饰仿程君房山水楼阁纹，做工精细考究，形态端整大方。,仿程君房山水纹饰，可据此与同类器物区分。
entity_CP_MO_014,程君房莲花诗文墨,程君房莲花诗墨|莲花墨,莲花|墨,墨质墨，饰程君房莲花诗文纹，做工精细考究，形态端整大方。,程君房莲花诗纹饰，可据此与同类器物区分。
entity_CP_MO_015,睢阳五老之王涣图墨,睢阳五老之王墨,墨,墨质墨，饰睢阳五老之王涣纹，做工精细考究，形态端整大方。,睢阳五老之王纹饰，可据此与同类器物区分。
entity_CP_MO_016,宝塔墨,,墨,墨质墨，饰宝塔纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,宝塔纹饰，可据此与同类器物区分。
entity_CP_MO_017,千岁苓墨,,墨,墨质墨，饰千岁苓纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,千岁苓纹饰，可据此与同类器物区分。
entity_CP_MO_018,清嘉庆睢阳五老之王涣图墨,睢阳五老之王涣图墨|睢阳五老之王墨,墨,墨质墨，饰睢阳五老之王涣纹，做工精细考究，形态端整大方。,睢阳五老之王纹饰，可据此与同类器物区分。
entity_CP_MO_019,民国云行雨施墨,云行雨施墨,墨,墨质墨，饰云行雨施纹，做工精细考究，形态端整大方。,云行雨施纹饰，可据此与同类器物区分。
entity_CP_MO_020,清晚期汪乾章八仙图墨,汪乾章八仙图墨|汪乾章八仙墨|八仙墨,八仙|墨,墨质墨，为汪乾章八仙形象，做工精细考究，形态端整大方。,八仙题材，可据此与同类器物区分。
entity_CP_MO_021,清中期鱼戏莲图彩墨,鱼戏莲图彩墨|鱼墨,彩墨|鱼|莲,瓷质墨，以彩墨绘饰，饰鱼戏莲图彩纹，做工精细考究，形态端整大方。,彩墨釉色，可据此与同类器物区分。
entity_CP_MO_022,清康熙十二年养性殿彩墨,十二年养性殿彩墨|十二年养性殿墨,彩墨|墨,瓷质墨，以彩墨绘饰，饰十二年养性殿彩纹，做工精细考究，形态端整大方。,彩墨釉色，可据此与同类器物区分。
entity_CP_MO_023,清光绪仿秦铁权墨,仿秦铁权墨,墨,墨质墨，饰仿秦铁权纹，做工精细考究，形态端整大方。,仿秦铁权纹饰，可据此与同类器物区分。
entity_CP_MO_024,明万历四年程君房山水诗文墨,万历四年程君房山水诗文墨|万历四年程君墨|山水墨,山水|墨,墨质墨，饰万历四年程君房山水诗文纹，做工精细考究，形态端整大方。,万历四年程君纹饰，可据此与同类器物区分。
entity_CP_MBNH_001,佛山木版年画老鼠嫁女图,佛山老鼠嫁女图|老鼠图,木版年画|老鼠,纸质图，饰佛山老鼠嫁女纹，做工精细考究，形态端整大方。,佛山老鼠嫁女纹饰，可据此与同类器物区分。
entity_CP_MBNH_002,佛山木版年画梅花童子图,佛山梅花童子图|梅图,木版年画|梅,纸质图，饰佛山梅花童子纹，做工精细考究，形态端整大方。,佛山梅花童子纹饰，可据此与同类器物区分。
entity_CP_MBNH_003,佛山木版年画鱼藻图,佛山鱼藻图|鱼藻图,木版年画|鱼藻,纸质图，饰佛山鱼藻纹，做工精细考究，形态端整大方。,佛山鱼藻纹饰，可据此与同类器物区分。
entity_CP_MBNH_004,佛山木版年画双狮戏球榜首,佛山双狮戏球画|狮画,木版年画|狮,纸质画，饰佛山双狮戏球榜首纹，做工精细考究，形态端整大方。,佛山双狮戏球纹饰，可据此与同类器物区分。
entity_CP_MBNH_005,佛山木版年画观音、天后、北帝、华光、关帝神像图,佛山观音、天图|观音图,木版年画|观音,纸质图，为佛山观音、天后、北帝、华光、关帝神像形象。,佛山观音、天纹饰，可据此与同类器物区分。
entity_CP_MBNH_006,佛山木版年画胜意蚕姑坐镇图,佛山胜意蚕姑图|蚕图,木版年画|蚕,纸质图，饰佛山胜意蚕姑坐镇纹，做工精细考究，形态端整大方。,佛山胜意蚕姑纹饰，可据此与同类器物区分。
entity_CP_MBNH_007,佛山木版年画牡丹榜首,佛山牡丹榜首画|牡丹画,木版年画|牡丹,纸质画，饰佛山牡丹榜首纹，做工精细考究，形态端整大方。,佛山牡丹榜首纹饰，可据此与同类器物区分。
entity_CP_MBNH_008,佛山木版年画五谷丰登 丰衣足食图,佛山五谷丰登图,木版年画,纸质图，饰佛山五谷丰登丰衣足食纹，做工精细考究，形态端整大方。,佛山五谷丰登纹饰，可据此与同类器物区分。
entity_CP_QC_001,灰青釉绘云鹤罐,绘云鹤罐|灰青罐|云鹤罐,灰青釉|云鹤|罐,瓷质罐，通体施灰青釉，饰绘云鹤纹，做工精细考究，形态端整大方。,灰青釉色独特，可据此与同类器物区分。
entity_CP_QC_002,黄釉刻莲瓣碗,刻莲瓣碗|黄碗|莲瓣碗,黄釉|莲瓣|碗,瓷质碗，通体施黄釉，饰刻莲瓣纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_QC_003,青黄釉菊花纹碗,菊花碗|青黄碗|菊碗,青黄釉|菊|碗,瓷质碗，通体施青黄釉，饰菊花纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_004,龙泉窑棕黄釉外刻莲瓣碗,棕黄釉外刻莲瓣碗|外刻莲瓣碗|棕黄碗|莲瓣碗,棕黄釉|莲瓣|碗,瓷质碗，通体施棕黄釉，饰外刻莲瓣纹，做工精细考究，形态端整大方。,棕黄釉色，可据此与同类器物区分。
entity_CP_QC_005,龙泉窑黄釉贴双鱼盘,黄釉贴双鱼盘|贴双鱼盘|黄盘|鱼盘,黄釉|鱼|盘,瓷质盘，通体施黄釉，饰贴双鱼纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_QC_006,青釉鸡首双耳壶,鸡首双耳壶|青壶|鸡壶,青釉|鸡|壶,瓷质壶，通体施青釉，饰鸡首双耳纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_007,龙泉窑淡青釉刻斜纹五管瓶,淡青釉刻斜纹五管瓶|淡刻斜纹五管瓶|青瓶,青釉|瓶,瓷质瓶，通体施青釉，饰淡刻斜纹五管纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_008,龙泉窑青黄釉刻莲花暖碗,青黄釉刻莲花暖碗|刻莲花暖碗|青黄碗|莲花碗,青黄釉|莲花|碗,瓷质碗，通体施青黄釉，饰刻莲花暖纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_051,龙泉窑青黄釉刻莲瓣五管瓶,青黄釉刻莲瓣五管瓶|刻莲瓣五管瓶|青黄瓶|莲瓣瓶,青黄釉|莲瓣|瓶,瓷质瓶，通体施青黄釉，饰刻莲瓣五管纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_010,耀州窑橄榄青釉印菊花纹碗,橄榄青釉印菊花纹碗|橄榄印菊花碗|青碗|菊碗,青釉|菊|碗,瓷质碗，通体施青釉，饰橄榄印菊花纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_011,橄榄青釉碗,橄榄碗|青碗,青釉|碗|瓷器,瓷质碗，通体施青釉，饰橄榄纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_012,灰青釉牡丹花盒,牡丹花盒|灰青盒|牡丹盒,灰青釉|牡丹|盒,瓷质盒，通体施灰青釉，饰牡丹花纹，做工精细考究，形态端整大方。,灰青釉色独特，可据此与同类器物区分。
entity_CP_QC_013,岳州窑黄釉高足杯,黄釉高足杯|高足杯|黄杯,黄釉|杯|瓷器,瓷质杯，通体施黄釉，饰高足纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_QC_014,龙泉窑青釉刻花壶,青釉刻花壶|青壶,青釉|壶,瓷质壶，通体施青釉，做工精细考究，形态端整大方，视觉特征鲜明独特。,青釉色，可据此与同类器物区分。
entity_CP_QC_015,龙泉窑黄釉雕龙瓶,黄釉雕龙瓶|雕龙瓶|黄瓶,黄釉|瓶,瓷质瓶，通体施黄釉，饰雕龙纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_QC_016,龙泉窑粉青釉琮瓶,粉青釉琮瓶|粉琮瓶|青瓶,青釉|瓶,瓷质瓶，通体施青釉，饰粉琮纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_017,青釉弦纹双耳罐,弦纹双耳罐|青罐,青釉|罐|瓷器,瓷质罐，通体施青釉，饰弦纹双耳纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_018,岳州窑青黄釉莲花碗,青黄釉莲花碗|莲花碗|青黄碗,青黄釉|莲花|碗,瓷质碗，通体施青黄釉，饰莲花纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_019,灰青釉刻云凤纹碗,刻云凤碗|灰青碗|凤碗,灰青釉|凤|碗,瓷质碗，通体施灰青釉，饰刻云凤纹，做工精细考究，形态端整大方。,灰青釉色独特，可据此与同类器物区分。
entity_CP_QC_020,龙泉窑青釉刻莲瓣五管瓶,青釉刻莲瓣五管瓶|刻莲瓣五管瓶|青瓶|莲瓣瓶,青釉|莲瓣|瓶,瓷质瓶，通体施青釉，饰刻莲瓣五管纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_021,越窑青黄釉刻莲瓣五管瓶,青黄釉刻莲瓣五管瓶|刻莲瓣五管瓶|青黄瓶|莲瓣瓶,青黄釉|莲瓣|瓶,瓷质瓶，通体施青黄釉，饰刻莲瓣五管纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_022,枢府窑青白釉刻花卉盘,青白釉刻花卉盘|卉盘|青白盘|花卉盘,白釉|花卉|盘,瓷质盘，通体施青白釉，饰卉、花卉纹，纹样层次分明。,青白与白双色，可据此与同类器物区分。
entity_CP_QC_023,龙泉窑粉青釉瓜棱形壶,粉青釉瓜棱形壶|粉瓜棱形壶|青壶,青釉|壶,瓷质壶，通体施青釉，饰粉瓜棱形纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_024,青釉虎子,,青釉|虎|瓷器,瓷质器物，通体施青釉，饰虎子纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_025,青黄釉蛙型水注,蛙型水注|青黄水注|青瓷水注,青黄釉|瓷器|青瓷,瓷质水注，通体施青黄釉，饰蛙型、青瓷纹，纹样层次分明。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_026,龙泉窑粉青釉人物碗,粉青釉人物碗|粉人物碗|青碗|人物碗,青釉|人物|碗,瓷质碗，通体施青釉，饰粉人物纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_027,青黄釉刻莲瓣罐,刻莲瓣罐|青黄罐|莲瓣罐,青黄釉|莲瓣|罐,瓷质罐，通体施青黄釉，饰刻莲瓣纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_028,长沙铜官窑贴人物执壶,长沙铜官窑贴执壶|人物执壶,人物|壶|瓷器,瓷质执壶，饰长沙铜官窑贴人物纹，做工精细考究，形态端整大方。,长沙铜官窑贴纹饰，可据此与同类器物区分。
entity_CP_QC_029,龙泉窑青黄釉印人物文字碗,青黄釉印人物文字碗|印人物文字碗|青黄碗|人物碗,青黄釉|人物|碗,瓷质碗，通体施青黄釉，饰印人物文字纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_030,临汝窑青釉刻牡丹碗,青釉刻牡丹碗|刻牡丹碗|青碗|牡丹碗,青釉|牡丹|碗,瓷质碗，通体施青釉，饰刻牡丹纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_031,龙泉窑粉青釉观音北帝神龛,粉青釉观音北帝神龛|粉观音北帝神龛|青神龛|观音神龛,青釉|观音|神龛,瓷质神龛，通体施青釉，为粉观音北帝形象，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_032,灰青釉猴头形笛,猴头形笛|灰青笛|猴笛,灰青釉|猴|瓷器,瓷质笛，通体施灰青釉，饰猴头形纹，做工精细考究，形态端整大方。,灰青釉色独特，可据此与同类器物区分。
entity_CP_QC_033,青釉刻莲瓣五管瓶,刻莲瓣五管瓶|青瓶|莲瓣瓶,青釉|莲瓣|瓶,瓷质瓶，通体施青釉，饰刻莲瓣五管纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_034,仿哥窑青绿釉暖碗,仿哥窑青暖碗|绿碗,绿釉|碗|瓷器,瓷质碗，通体施绿釉，饰仿哥窑青暖纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_QC_035,龙泉窑青釉刻山水菱花口碗,青釉刻山水菱花口碗|刻山水菱花口碗|青花口碗|山水花口碗,青釉|山水|碗,瓷质花口碗，通体施青釉，饰刻山水菱纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_058,龙泉窑黄釉贴佛像瓶,黄釉贴佛像瓶|贴佛像瓶|黄瓶,黄釉|佛像|瓶,瓷质瓶，通体施黄釉，饰贴佛像纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_QC_037,青黄釉鸡笼,,青黄釉|鸡|瓷器,瓷质器物，通体施青黄釉，饰鸡笼纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_038,青黄釉加黑彩小鸡型口笛,加黑彩小鸡型口笛|青黄小鸡型口笛|鸡小鸡型口笛,青黄釉|鸡|瓷器,瓷质小鸡型口笛，通体施青黄釉，饰加黑彩、鸡纹，纹样层次分明。,青黄釉色，小鸡型口笛造型，可据此与同类器物区分。
entity_CP_QC_039,棕黄釉包袱型鸡冠壶,包袱型鸡冠壶|棕黄壶|鸡壶,棕黄釉|鸡|壶,瓷质壶，通体施棕黄釉，饰包袱型鸡冠纹，做工精细考究，形态端整大方。,棕黄釉色，可据此与同类器物区分。
entity_CP_QC_040,越窑青釉五管瓶,青釉五管瓶|五管瓶|青瓶,青釉|瓶,瓷质瓶，通体施青釉，饰五管纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_041,灰青釉辟邪水注,辟邪水注|灰青水注|青瓷水注,灰青釉|瓷器|青瓷,瓷质水注，通体施灰青釉，饰辟邪、青瓷纹，纹样层次分明。,灰青釉色独特，可据此与同类器物区分。
entity_CP_QC_042,龙泉窑青黄釉雕镂狮马鹿暖碗,青黄釉雕镂狮马鹿暖碗|雕镂狮马鹿暖碗|青黄碗|狮碗,青黄釉|狮|鹿|碗,瓷质碗，通体施青黄釉，饰雕镂狮马鹿暖纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_043,临汝窑青釉刻花草盘,青釉刻花草盘|草盘|青盘,青釉|盘|瓷器,瓷质盘，通体施青釉，饰草纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_044,青白釉刻花洗,青白洗|青瓷洗,白釉|瓷器|青瓷,瓷质洗，通体施青白釉，饰青瓷纹，做工精细考究，形态端整大方。,青白与白双色，可据此与同类器物区分。
entity_CP_QC_045,青釉仿铜器三足鼎,仿铜器三足鼎|青鼎,青釉|鼎|瓷器,瓷质鼎，通体施青釉，饰仿铜器三足纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_046,龙泉窑青釉刻花五管瓶,青釉刻花五管瓶|五管瓶|青瓶,青釉|瓶,瓷质瓶，通体施青釉，饰五管纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_047,耀州窑青釉刻花碗,青釉刻花碗|青碗,青釉|碗,瓷质碗，通体施青釉，做工精细考究，形态端整大方，视觉特征鲜明独特。,青釉色，可据此与同类器物区分。
entity_CP_QC_048,龙泉窑青釉刻印缠枝花碗,青釉刻印缠枝花碗|刻印缠枝花碗|青碗|缠枝碗,青釉|缠枝|碗,瓷质碗，通体施青釉，饰刻印缠枝花纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_049,龙泉窑青绿釉刻莲花炉,青绿釉刻莲花炉|青刻莲花炉|绿炉|莲花炉,绿釉|莲花|炉,瓷质炉，通体施绿釉，饰青刻莲花纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_QC_050,龙泉窑青釉刻花卉碗,青釉刻花卉碗|卉碗|青碗|花卉碗,青釉|花卉|碗,瓷质碗，通体施青釉，饰卉、花卉纹，纹样层次分明，视觉特征鲜明独特。,青釉色，可据此与同类器物区分。
entity_CP_QC_052,龙泉窑青釉印芙蓉花口盘,青釉印芙蓉花口盘|印芙蓉花口盘|青花口盘,青釉|盘,瓷质花口盘，通体施青釉，饰印芙蓉纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_053,淡青釉双兽头耳罐,淡双兽头耳罐|青罐,青釉|罐|瓷器,瓷质罐，通体施青釉，饰淡双兽头耳纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_054,龙泉窑青绿釉波斯香水瓶,青绿釉波斯香水瓶|青波斯香水瓶|绿瓶,绿釉|瓶,瓷质瓶，通体施绿釉，饰青波斯香水纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_QC_055,青釉印网纹三兽足盆,印网纹三兽足盆|青盆,青釉|盆|瓷器,瓷质盆，通体施青釉，饰印网纹三兽足纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_056,湖田窑青白釉盏托,青白釉盏托|青白盏托,白釉|盏|瓷器,瓷质盏托，通体施青白釉，做工精细考究，形态端整大方。,青白与白双色，可据此与同类器物区分。
entity_CP_QC_057,青黄釉三足盉,三足盉|青黄盉|青瓷盉,青黄釉|瓷器|青瓷,瓷质盉，通体施青黄釉，饰三足、青瓷纹，纹样层次分明。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_059,元龙泉窑青黄釉刻莲瓣纹暖碗,青黄釉刻莲瓣纹暖碗|刻莲瓣纹暖碗|青黄碗|莲瓣碗,青黄釉|莲瓣|碗,瓷质碗，通体施青黄釉，饰刻莲瓣纹暖纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_QC_060,宋钧窑紫斑釉六角洗,紫斑釉六角洗|青瓷洗,瓷器|青瓷,瓷质洗，饰紫斑釉六角、青瓷纹，纹样层次分明，视觉特征鲜明独特。,紫斑釉六角纹饰，可据此与同类器物区分。
entity_CP_QC_061,明龙泉窑粉青釉观音北帝神龛,粉青釉观音北帝神龛|粉观音北帝神龛|青神龛|观音神龛,青釉|观音|神龛,瓷质神龛，通体施青釉，为粉观音北帝形象，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_062,唐长沙铜官窑贴人物纹执壶,长沙铜官窑贴人物纹执壶|长沙铜官窑贴执壶|人物执壶,人物|壶|瓷器,瓷质执壶，饰长沙铜官窑贴人物纹，做工精细考究，形态端整大方。,长沙铜官窑贴纹饰，可据此与同类器物区分。
entity_CP_QC_063,晋青釉虎子,,青釉|虎|瓷器,瓷质器物，通体施青釉，饰晋虎子纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_064,西汉青釉仿铜器三足鼎,青釉仿铜器三足鼎|仿铜器三足鼎|青鼎,青釉|鼎|瓷器,瓷质鼎，通体施青釉，饰仿铜器三足纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_065,清晚期灰青釉绘云鹤纹罐,灰青釉绘云鹤纹罐|绘云鹤罐|灰青罐|云鹤罐,灰青釉|云鹤|罐,瓷质罐，通体施灰青釉，饰绘云鹤纹，做工精细考究，形态端整大方。,灰青釉色独特，可据此与同类器物区分。
entity_CP_QC_066,辽棕黄釉包袱型鸡冠壶,棕黄釉包袱型鸡冠壶|包袱型鸡冠壶|棕黄壶|鸡壶,棕黄釉|鸡|壶,瓷质壶，通体施棕黄釉，饰包袱型鸡冠纹，做工精细考究，形态端整大方。,棕黄釉色，可据此与同类器物区分。
entity_CP_QC_067,五代岳州窑黄釉高足杯,黄釉高足杯|高足杯|黄杯,黄釉|杯|瓷器,瓷质杯，通体施黄釉，饰高足纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_QC_068,明成化龙泉窑青釉刻印缠枝花纹碗,成化龙泉窑青釉刻印缠枝花纹碗|成化龙泉窑刻碗|青碗|缠枝碗,青釉|缠枝|碗,瓷质碗，通体施青釉，饰成化龙泉窑刻印缠枝花纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_QC_069,北宋龙泉窑青黄釉刻莲瓣纹五管瓶,青黄釉刻莲瓣纹五管瓶|刻莲瓣纹五管瓶|青黄瓶|莲瓣瓶,青黄釉|莲瓣|瓶,瓷质瓶，通体施青黄釉，饰刻莲瓣纹五管纹，做工精细考究，形态端整大方。,青黄釉色，可据此与同类器物区分。
entity_CP_SWT_001,石湾窑石榴红釉海棠形盆,石榴红釉海棠形盆|釉海棠形盆|石榴红盆,石榴红|盆,瓷质盆，施石榴红釉，饰釉海棠形纹，做工精细考究，形态端整大方。,石榴红釉色，可据此与同类器物区分。
entity_CP_SWT_002,石湾窑黄釉几,黄釉几|黄几,黄釉|几,瓷质几，通体施黄釉，做工精细考究，形态端整大方，视觉特征鲜明独特。,黄釉色，可据此与同类器物区分。
entity_CP_SWT_003,石湾窑黄褐釉龙纹方鼎,黄褐釉龙纹方鼎|龙纹方鼎|黄褐鼎|龙鼎,黄褐釉|龙|鼎,瓷质鼎，通体施黄褐釉，饰龙纹方纹，做工精细考究，形态端整大方。,黄褐釉色，可据此与同类器物区分。
entity_CP_SWT_004,石湾窑粉蓝釉兽耳方瓶,粉蓝釉兽耳方瓶|粉兽耳方瓶|蓝方瓶|粉蓝釉方瓶,粉蓝釉|瓶,瓷质方瓶，通体施蓝釉，饰粉兽耳、粉蓝釉纹，纹样层次分明。,蓝釉色，可据此与同类器物区分。
entity_CP_SWT_005,石湾窑仿舒窑赵公明,仿舒窑赵公明,陶塑,陶质器物，饰仿舒窑赵公明纹，做工精细考究，形态端整大方。,仿舒窑赵公明纹饰，可据此与同类器物区分。
entity_CP_SWT_006,石湾窑白釉钟馗,白釉钟馗|钟馗钟|白钟,白釉|钟馗,瓷质钟，通体施白釉，为钟馗形象，做工精细考究，形态端整大方。,白釉色，钟馗题材，可据此与同类器物区分。
entity_CP_SWT_007,石湾窑石榴红釉双鱼瓶,石榴红釉双鱼瓶|釉双鱼瓶|石榴红瓶|鱼瓶,石榴红|鱼|瓶,瓷质瓶，施石榴红釉，饰釉双鱼纹，做工精细考究，形态端整大方。,石榴红釉色，可据此与同类器物区分。
entity_CP_SWT_008,石湾窑翠毛釉莲叶洗,翠毛釉莲叶洗|莲叶洗|翠毛洗|莲洗,莲,瓷质洗，通体施翠毛釉，饰莲叶纹，做工精细考究，形态端整大方。,翠毛釉色独特，可据此与同类器物区分。
entity_CP_SWT_009,石湾窑葱白釉持经观音,葱白釉持经观音,白釉|观音,瓷质器物，通体施葱白釉，为持经观音形象，做工精细考究，形态端整大方。,葱白与白双色，可据此与同类器物区分。
entity_CP_SWT_010,石湾窑仿舒窑猫捉老鼠花插,仿舒窑猫捉老鼠花插,老鼠|猫,陶质器物，饰仿舒窑猫捉老鼠花插纹，做工精细考究，形态端整大方。,仿舒窑猫捉老纹饰，可据此与同类器物区分。
entity_CP_SWT_011,石湾窑钧蓝釉达摩,钧蓝釉达摩,钧蓝釉,瓷质器物，通体施钧蓝釉，为达摩形象，做工精细考究，形态端整大方。,钧蓝釉色独特，可据此与同类器物区分。
entity_CP_SWT_012,石湾窑孔子,孔子,陶塑,陶质器物，饰孔子纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,孔子纹饰，可据此与同类器物区分。
entity_CP_SWT_013,石湾窑宝蓝釉绶带鸟,宝蓝釉绶带鸟,蓝釉|鸟,瓷质器物，通体施蓝釉，饰宝绶带鸟纹，做工精细考究，形态端整大方。,蓝釉色，可据此与同类器物区分。
entity_CP_SWT_014,石湾窑黑猫,黑猫,猫,陶质器物，饰黑猫纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,黑猫纹饰，可据此与同类器物区分。
entity_CP_SWT_015,石湾窑石榴红釉鹰,石榴红釉鹰,石榴红|鹰,瓷质器物，施石榴红釉，饰釉鹰纹，做工精细考究，形态端整大方。,石榴红釉色，可据此与同类器物区分。
entity_CP_SWT_016,石湾窑卞庄打两虎,卞庄打两虎,虎,陶质器物，饰卞庄打两虎纹，做工精细考究，形态端整大方。,卞庄打两虎纹饰，可据此与同类器物区分。
entity_CP_SWT_017,石湾窑仿磁州窑天球瓶,仿磁州窑天球瓶,瓶,陶质天球瓶，饰仿磁州窑纹，做工精细考究，形态端整大方。,天球瓶造型，可据此与同类器物区分。
entity_CP_SWT_018,石湾窑白釉琮瓶,白釉琮瓶|琮瓶|白瓶,白釉|瓶,瓷质瓶，通体施白釉，饰琮纹，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
