id,name,description,craft,location,aliases,visual_keywords,visual_description,recognition_hint
entity_JZ_MD_002,程咬金贺寿,图中展示文武大臣到程王府为程咬金贺寿的喜庆场面。程咬金是《隋唐演义》、《薛刚反唐》中赫赫有名的人物，小说中描写他以贩卖私盐起家，外号"混世魔王"。后归顺李唐，东荡西除，南征北讨，功劳显赫。历经高祖、太宗、高宗、武则天、中宗、睿宗六朝，是隋唐英雄中第一福将。雕饰中程咬金端坐府中，上方匾额有"程王府"三字。,木雕,首进正门东面梁架,木雕程咬金贺寿,木雕|程咬金贺寿|程咬金|匾额|端坐|贺寿|人物,图中展示文武大臣到程王府为程咬金贺寿的喜庆场面。雕饰中程咬金端坐府中，上方匾额有"程王府"三字。,重点识别程咬金、匾额、端坐、贺寿等可见特征。
entity_JZ_MD_003,摘星楼胶鬲死节,故事取自《封神演义》。商纣王暴虐无道，听信妲己谗言，设毒蛇坑，取名"虿盆"，将宫人推落喂食毒蛇。上大夫胶鬲劝谏不成，力数纣王种种暴虐妄行后，坠摘星楼，死节捐躯。图上方端坐者为纣王，下方做势欲跳者为胶鬲，胶鬲旁边为正欲擒拿的兵士。,木雕,首进正门东面梁架,木雕摘星楼胶鬲死节,木雕|摘星楼胶鬲死节|兵士|端坐|纣王|胶鬲,上大夫胶鬲劝谏不成，力数纣王种种暴虐妄行后，坠摘星楼，死节捐躯。图上方端坐者为纣王，下方做势欲跳者为胶鬲，胶鬲旁边为正欲擒拿的兵士。,重点识别兵士、端坐、纣王、胶鬲等可见特征。
entity_JZ_MD_004,践土会盟,公元前631年，晋文公打败楚国军队后，带着宋、齐、鲁、郑、陈、蔡等国诸侯到郑国一个叫践土（今河南广武）的地方聚集，召开大会，并请来周襄王主持诸侯会盟。盟约规定：共同辅助王室，互不侵犯，史称"践土之盟"。图中刻画了各国诸侯聚集开会的情景，屋脊下的匾额刻有"践土会盟"四字，上方主持会议者为周襄王。,木雕,首进正门西面梁架,木雕践土会盟,木雕|践土会盟|周襄王|屋脊|匾额|人物,图中刻画了各国诸侯聚集开会的情景，屋脊下的匾额刻有"践土会盟"四字，上方主持会议者为周襄王。,重点识别周襄王、屋脊、匾额等可见特征。
entity_JZ_MD_005,赵美容打飞熊,传说赵美容是宋太祖赵匡胤之妹，武艺超群。有一次，窥伺中原的蕃国送来一只野性难驯的"飞熊"，意欲看中原出丑，谁想赵美容只身就降服了这只"飞熊"，令蕃国从此不敢轻视中原。图中生动地刻划了赵美容手持武器，降服"飞熊"的场景。,木雕,首进正门西面梁架,木雕赵美容打飞熊,木雕|赵美容打飞熊|赵美容|飞熊|人物|动物,有一次，窥伺中原的蕃国送来一只野性难驯的"飞熊"，意欲看中原出丑，谁想赵美容只身就降服了这只"飞熊"，令蕃国从此不敢轻视中原。图中生动地刻划了赵美容手持武器，降服"飞熊"的场景。,重点识别赵美容、飞熊、动物等可见特征。
entity_JZ_MD_006,八仙庆寿,故事源自古代神话。相传农历三月初三为王母娘娘寿诞之期，当天特设蟠桃大会，宴请诸路仙人，称为蟠桃会。图中王母坐于上方，曹国舅、铁拐李、何仙姑、汉钟离、蓝采和、吕洞宾、韩湘子和张果老八仙齐聚赴会，麻姑也献上灵芝酒，共庆王母寿辰。,木雕,首进正门西面梁架,木雕八仙庆寿,木雕|八仙庆寿|吕洞宾|八仙|麻姑|人物,图中王母坐于上方，曹国舅、铁拐李、何仙姑、汉钟离、蓝采和、吕洞宾、韩湘子和张果老八仙齐聚赴会，麻姑也献上灵芝酒，共庆王母寿辰。,重点识别吕洞宾、八仙、麻姑等可见特征。
entity_JZ_MD_007,薛刚叙唐,故事出自《薛刚反唐》。武则天改唐为周，将薛家三百八十五口一律问斩。薛刚一人逃出，落草为寇。房州庐陵王为了灭周复唐，设擂台，招揽天下英雄豪杰。薛刚前去打擂，并向庐陵王讲述父母为奸臣所害，要为父母报仇，尽忠于国。庐陵王封其为双孝王，命其招兵买马，中兴李唐。复唐后，睿宗李旦封赐有功之臣。梁架这段木雕展示的正是复唐后在金銮殿上各将受封的场面。,木雕,首进正门西面梁架,木雕薛刚叙唐,木雕|薛刚叙唐,该木雕建筑装饰以“薛刚叙唐”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“薛刚叙唐”题材与木雕表现形式进行识别。
entity_JZ_MD_008,雷神、张仙,图中背长双翅的是民间传说的雷神辛环，俗称"雷公"，他掌管天上的雷电和降雨，能兴云布雨使大地万物生长。另一位弯弓控弦的是传说中的张仙，他有一把"四目老翁"弹弓，见谁家有灾，瞄准射一弹就能将灾击散。他常挟着弹弓逐天狗，因天狗在天掩日月，到凡间专吃小儿。如妇女捡到张仙的弹子，那就预兆"诞子"，所以民间奉张仙为"诞生之神"。,木雕,首进正门西面雀替,木雕雷神、张仙|雷神张仙,木雕|雷神|张仙|人物,图中背长双翅的是民间传说的雷神辛环，俗称"雷公"，他掌管天上的雷电和降雨，能兴云布雨使大地万物生长。,重点结合“雷神、张仙”题材与木雕表现形式进行识别。
entity_JZ_MD_009,鹊桥会,画面刻画的是"牛郎织女"的故事。织女为天帝孙女，长年织造云锦，她与凡间的牛郎相爱，遭到天帝的反对，只准他们每年农历七月七日相会一次。每年那天，群鹊便在银河搭桥，让他们相会。雕饰中，手捧云锦者为织女，下方背草帽、与牛相伴者为牛郎。,木雕,首进正门西面雀替,木雕鹊桥会,木雕|鹊桥会|人物|动物,画面刻画的是"牛郎织女"的故事。,重点识别动物特征，并结合“鹊桥会”题材与木雕表现形式判断。
entity_JZ_MD_010,西天取经,故事出自《西游记》。孙悟空被压在五行山下五百多年，后经观世音菩萨点化，与猪八戒、沙僧护送唐僧西天取经：打白骨精，收服红孩儿，熄灭火焰山，一路上降魔斗妖，历经九九八十一难，取回真经，终成正果。图中挑担者为孙悟空，穿袈裟、手持禅杖者为唐僧。,木雕,首进正门西面雀替,木雕西天取经,木雕|西天取经|人物,图中挑担者为孙悟空，穿袈裟、手持禅杖者为唐僧。,重点结合“西天取经”题材与木雕表现形式进行识别。
entity_JZ_MD_011,刘海戏金蟾,历史上的刘海为五代后梁广陵人，事燕主刘守光为相，喜道学，后弃官入道，道号"海蟾子"。相传得道成仙，化鹤而去，后人当作福神。传说金蟾原是一只三足妖邪，能口吐金钱，后被刘海用计收服，助刘海造福世人，故有"刘海戏金蟾，步步钓金钱"之说。,木雕,中进聚贤堂南面雀替,木雕刘海戏金蟾,木雕|刘海戏金蟾|金蟾|刘海|动物,该木雕建筑装饰以“刘海戏金蟾”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别金蟾、刘海、动物等可见特征。
entity_JZ_MD_012,钟馗引福,钟馗是中国民间传说中能打鬼、驱除邪恶的神，生得豹头环眼，铁面虬髯，相貌奇异。蝙蝠，取"蝠"与"福"谐音。图案中，钟馗一手执剑，以斩除妖孽，一手牵引蝙蝠，以示"引福归堂"，是民间常见的吉祥图案。,木雕,首进西路北面檐板,木雕钟馗引福,木雕|钟馗引福|蝙蝠|钟馗|剑|动物,图案中，钟馗一手执剑，以斩除妖孽，一手牵引蝙蝠，以示"引福归堂"，是民间常见的吉祥图案。,重点识别蝙蝠、钟馗、剑、动物等可见特征。
entity_JZ_MD_013,竹福,一对雕成老竹形态的"福"字图案，一正一反两个"福"字，是取"福到了"的意思，寓意福到宅门。因"竹子"的"竹"与"祝贺"的"祝"谐音，又称为"祝福"。其中还有象征长寿的仙鹤，寓意"福寿双全"。题句"青春发达，大器晚成"，以生机勃勃的嫩叶，寓意朝气蓬勃、青春焕发；以斑驳苍劲的老竹子寄寓陈氏子孙，即使多次科举不中，也不必气馁，终会大器晚成。,木雕,首进中路挡中屏风,木雕竹福,木雕|竹福|植物纹样,一对雕成老竹形态的"福"字图案，一正一反两个"福"字，是取"福到了"的意思，寓意福到宅门。,重点识别植物纹样特征，并结合“竹福”题材与木雕表现形式判断。
entity_JZ_MD_014,创大业，儿孙永发,图案上雕有果实累累的芭蕉树，树下母鸡带着一群小鸡在觅食、嬉戏，画题是"创大业，儿孙永发"。芭蕉树富有岭南风情，其树叶阔大，因"叶"与"业"谐音，以芭蕉叶象征"大业"，母鸡带着一群小鸡寓意"儿孙永发"。,木雕,首进中路挡中屏风,木雕创大业，儿孙永发|创大业儿孙永发,木雕|创大业|儿孙永发,图案上雕有果实累累的芭蕉树，树下母鸡带着一群小鸡在觅食、嬉戏，画题是"创大业，儿孙永发"。,重点结合“创大业，儿孙永发”题材与木雕表现形式进行识别。
entity_JZ_MD_015,博古图、五福捧寿,由鼎、彝、钟、磬等组成的博古图，清雅高洁，落款"英雄吐气兆乎福寿连绵"。在鼎中飘出的袅袅香烟，化作了五只蝙蝠和一个寿字，"蝠"与"福"同音，五只蝙蝠围绕一个"寿"字，构成"五福捧寿"图。,木雕,首进中路挡中屏风,木雕博古图、五福捧寿|博古图五福捧寿,木雕|博古图|五福捧寿|蝙蝠|人物|动物,由鼎、彝、钟、磬等组成的博古图，清雅高洁，落款"英雄吐气兆乎福寿连绵"。在鼎中飘出的袅袅香烟，化作了五只蝙蝠和一个寿字，"蝠"与"福"同音，五只蝙蝠围绕一个"寿"字，构成"五福捧寿"图。,重点识别蝙蝠、动物等可见特征。
entity_JZ_MD_016,渔舟唱晚,表现了岭南水乡晚霞辉映下渔人在辛勤劳动后悠然自得的动人画面。三只渔船停泊岸边，一张正在晾晒的渔网高高挂起，坐在船头上的几个渔民手拿乐器在弹唱；母亲怀抱婴儿喂奶，望着身背葫芦的孩子爬到船篷上玩耍，生动地再现了岭南水乡的生活风貌。,木雕,首进中路挡中屏风,木雕渔舟唱晚,木雕|渔舟唱晚|人物,表现了岭南水乡晚霞辉映下渔人在辛勤劳动后悠然自得的动人画面。,重点结合“渔舟唱晚”题材与木雕表现形式进行识别。
entity_JZ_MD_017,踏雪寻梅,"""踏雪寻梅""源自唐代诗人孟浩然的故事。孟浩然（689-740），字浩然，襄州襄阳（今湖北襄阳）人，是盛唐山水田园诗派诗人之一，早年隐居在襄阳附近的鹿门山。一生除在张九龄幕府中短时间任职外，未担任过任何官职。据说孟浩然在长安期间，唐玄宗曾召见他，问他近来有何佳作，他却念出""不才明主弃，多病故人疏""的诗句，令唐玄宗十分生气。孟浩然年四十赴长安，应进士不第，求官失败后，回乡途中阻雪于南阳，带着失意决定再作隐士，冒着大雪骑驴到霸陵赏梅，写下诗篇《南阳阻雪》。",木雕,首进中路挡中屏风,木雕踏雪寻梅,木雕|踏雪寻梅,该木雕建筑装饰以“踏雪寻梅”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“踏雪寻梅”题材与木雕表现形式进行识别。
entity_JZ_MD_018,渔樵耕读,传统中国农耕社会中的四业——渔樵耕读。"渔"是东汉的严子陵，一生不仕，垂钓终老。"樵"是西汉的朱买臣，他出身贫寒，靠卖柴为生，但酷爱读书，后来做了大官。"耕"所指的是舜在历山下教民众耕种的场景。"读"则是讲述战国时苏秦埋头苦读的故事。苏秦深夜苦读，每当要打瞌睡时，他就用铁锥子刺一下大腿来提神。,木雕,首进中路挡中屏风,木雕渔樵耕读,木雕|渔樵耕读,该木雕建筑装饰以“渔樵耕读”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“渔樵耕读”题材与木雕表现形式进行识别。
entity_JZ_MD_019,六国大封相,战国时期，苏秦不得志时，为母嫂所不齿，乃发愤闭门读书，用合纵之说，游说齐、楚、燕、韩、赵、魏六国联合抗秦，受到了六国君王的赏识，封苏秦为丞相，合称"六国封相"。图中表现的是苏秦佩六国相印，衣锦还乡。,木雕,中进聚贤堂屏风,木雕六国大封相,木雕|六国大封相|人物,图中表现的是苏秦佩六国相印，衣锦还乡。,重点结合“六国大封相”题材与木雕表现形式进行识别。
entity_JZ_MD_020,渭水访贤,故事取材于《封神演义》。商朝末年，西伯侯姬昌巡狩渭水之滨，路遇樵夫武吉，告以河边有钓翁姜尚，字子牙，熟谙文武韬略。姬昌放下架子，三次到渭水寻访姜子牙，并亲自用手推车把姜子牙推出来，并拜其为相。后来，姜尚辅助姬昌建立了周朝。,木雕,中进聚贤堂屏风,木雕渭水访贤,木雕|渭水访贤,该木雕建筑装饰以“渭水访贤”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“渭水访贤”题材与木雕表现形式进行识别。
entity_JZ_MD_021,三英战吕布,故事取材于《三国演义》。董卓派吕布领十五万兵驻守洛阳城外的虎牢关，袁绍派八路大军前去攻打。虎牢关下吕布连杀多将，张飞见状冲杀上去，关羽随即在当中，走马灯般地轮流厮杀。吕布毕竟难敌三人，渐渐觉得难以招架，便虚晃一戟，拍马冲出，逃回虎牢关。,木雕,中进聚贤堂屏风,木雕三英战吕布,木雕|三英战吕布|关羽|张飞|动物,虎牢关下吕布连杀多将，张飞见状冲杀上去，关羽随即在当中，走马灯般地轮流厮杀。,重点识别关羽、张飞、动物等可见特征。
entity_JZ_MD_022,赤壁之战,故事取材于《三国演义》。公元208年，刘备与孙权联军抗曹，刮东风之夜，周瑜麾下黄盖假装降曹，带着装满柴草的战船驶向曹军，点着战船。由于曹军采用铁索连船以防士兵晕船，火船借助风势烧成一片，三足鼎立的局面开始形成。,木雕,中进聚贤堂屏风,木雕赤壁之战,木雕|赤壁之战,该木雕建筑装饰以“赤壁之战”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“赤壁之战”题材与木雕表现形式进行识别。
entity_JZ_MD_023,岳飞大破金兵,故事取材于《说岳全传》。南宋初年，金军屡次南下，威胁朝廷，民族英雄岳飞抗击金兵，精忠报国，率领岳家军大败金兵，收复大片河山。但由于皇帝昏庸，下令岳飞退兵回朝，岳飞及其子岳云终被奸臣秦桧以"莫须有"的罪名所害。,木雕,中进聚贤堂屏风,木雕岳飞大破金兵,木雕|岳飞大破金兵|岳飞|岳云,但由于皇帝昏庸，下令岳飞退兵回朝，岳飞及其子岳云终被奸臣秦桧以"莫须有"的罪名所害。,重点识别岳飞、岳云等可见特征。
entity_JZ_MD_024,郭子仪祝寿,"""郭子仪祝寿""是民间颇为流行的寓意图案。郭子仪是唐朝大将，平安史之乱后，被封为汾阳王，膝下七子八婿，都官居高职位。逢寿辰，七子八婿、文武百官齐来贺寿，阖府冠带辉煌，寿至八十五。真所谓""七子八婿满床笏，大富贵亦寿考""。",木雕,中进聚贤堂屏风,木雕郭子仪祝寿,木雕|郭子仪祝寿|郭子仪|祝寿,"""郭子仪祝寿""是民间颇为流行的寓意图案。",重点识别郭子仪、祝寿等可见特征。
entity_JZ_MD_025,太白退蕃书,故事取材于《隋唐演义》。唐朝中叶，渤海国上书，朝中没人识其文字。后来翰林学士贺知章向皇帝推荐了李白。李白趁机戏弄权贵，图中表现了他要求高力士为他脱靴，杨国忠为他磨墨，而玄宗皇帝正在一旁观看的场景。后来，李白代皇帝书写诏书回复蕃国，因"退蕃书"而威震朝廷，使蕃国臣服。,木雕,中进聚贤堂屏风,木雕太白退蕃书,木雕|太白退蕃书|书写|李白|太白|人物,李白趁机戏弄权贵，图中表现了他要求高力士为他脱靴，杨国忠为他磨墨，而玄宗皇帝正在一旁观看的场景。后来，李白代皇帝书写诏书回复蕃国，因"退蕃书"而威震朝廷，使蕃国臣服。,重点识别书写、李白、太白等可见特征。
entity_JZ_MD_026,拳打镇关西,故事取材于《水浒传》。鲁达在酒楼喝酒，见金氏父女在哭，原来是卖猪肉的镇关西见姑娘漂亮要强抢。鲁达大怒，决定为他们打抱不平，当即赠送银两安排金氏父女离开。第二天，鲁达到镇关西肉案前，先借买肉故意刁难镇关西，以激怒他挑起打斗。鲁达打死镇关西后，为避官司，逃到五台山削发为僧，改名鲁智深。,木雕,中进东路屏风,木雕拳打镇关西,木雕|拳打镇关西,该木雕建筑装饰以“拳打镇关西”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“拳打镇关西”题材与木雕表现形式进行识别。
entity_JZ_MD_027,三打祝家庄,故事取材于《水浒传》。在梁山旁的独龙岗，祝家庄与李家庄、扈家庄三家结盟共处。为检视一下实力，也为了扩充梁山财富，宋江与众好汉决定攻打祝家庄。前两次都因敌情不明、战法主观，打了败仗。第三次改变了战法，从调研战场环境入手，离间了李家庄、扈家庄和祝家庄的联盟关系，里应外合，终于大获全胜。,木雕,中进东路屏风,木雕三打祝家庄,木雕|三打祝家庄,该木雕建筑装饰以“三打祝家庄”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“三打祝家庄”题材与木雕表现形式进行识别。
entity_JZ_MD_028,长坂坡救阿斗,故事取材于《三国演义》。刘备在当阳长坂坡被曹操率兵追及，眷属均于乱军中失散。赵云单人匹马，屡涉险境，筋疲力尽，曹操爱惜赵云的人才，喝令不得放箭。赵云七进七出，终于平安地将阿斗带回到刘备身边。,木雕,中进西路屏风,木雕长坂坡救阿斗,木雕|长坂坡救阿斗|刘备|曹操,刘备在当阳长坂坡被曹操率兵追及，眷属均于乱军中失散。,重点识别刘备、曹操等可见特征。
entity_JZ_MD_029,三顾茅庐,故事取材于《三国演义》。诸葛亮，字孔明，人称卧龙，早年不得志，结庐于襄阳城西隆中山中隐居待时。公元207年，思贤若渴的刘备三顾茅庐，拜访诸葛亮。前两次都失望而回，第三次去拜访，诸葛亮正睡觉，刘备恭敬地在台阶下等候。诸葛亮醒后见刘备态度诚恳，就对刘备陈说了三分天下之计，也称"隆中对策"。,木雕,中进西路屏风,木雕三顾茅庐,木雕|三顾茅庐|诸葛亮|刘备|孔明,诸葛亮，字孔明，人称卧龙，早年不得志，结庐于襄阳城西隆中山中隐居待时。前两次都失望而回，第三次去拜访，诸葛亮正睡觉，刘备恭敬地在台阶下等候。,重点识别诸葛亮、刘备、孔明等可见特征。
entity_JZ_MD_030,祖堂木雕神龛罩,11座8米高的木雕神龛罩，规模宏大，十分有气势，镂刻了数不尽的龙凤、花卉、人物故事等，是广东现存最大型的清代木雕杰作。神龛罩上雕刻有"回澜桥刘德昌""寺前街瑞昌"及"联兴街许三友"等制作商号的标识。,木雕,后进正厅（祖堂内）,祖堂神龛罩,木雕|祖堂木雕神龛罩|人物|龙凤|花卉|植物纹样,11座8米高的木雕神龛罩，规模宏大，十分有气势，镂刻了数不尽的龙凤、花卉、人物故事等，是广东现存最大型的清代木雕杰作。神龛罩上雕刻有"回澜桥刘德昌""寺前街瑞昌"及"联兴街许三友"等制作商号的标识。,重点识别龙凤、花卉、植物纹样等可见特征。
entity_JZ_MD_031,罗马数字钟木雕,雕刻有罗马数字钟，钟盘很小，指针指向上午十时十一分。尽管是西方的罗马钟图案，但是旁边的传统吉祥图案与其融为一体。钟摆左右是两个花瓶，里面装有盛开的鲜花。,木雕,后进东斋檐廊装饰木雕,罗马数字钟,木雕|罗马数字钟木雕|动物,雕刻有罗马数字钟，钟盘很小，指针指向上午十时十一分。尽管是西方的罗马钟图案，但是旁边的传统吉祥图案与其融为一体。,重点识别动物特征，并结合“罗马数字钟木雕”题材与木雕表现形式判断。
entity_JZ_MD_032,赤壁之战,智谋取胜,木雕,中进聚贤堂屏风,木雕赤壁之战,木雕|赤壁之战,该木雕建筑装饰以“赤壁之战”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“赤壁之战”题材与木雕表现形式进行识别。
entity_JZ_MD_033,薛仁贵大战盖苏文,英雄救主、英勇善战,木雕,中进聚贤堂屏风,木雕薛仁贵大战盖苏文,木雕|薛仁贵大战盖苏文,该木雕建筑装饰以“薛仁贵大战盖苏文”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“薛仁贵大战盖苏文”题材与木雕表现形式进行识别。
entity_JZ_MD_034,岳飞大破金兵,精忠报国,木雕,中进聚贤堂屏风,木雕岳飞大破金兵,木雕|岳飞大破金兵|岳飞,该木雕建筑装饰以“岳飞大破金兵”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别岳飞特征，并结合“岳飞大破金兵”题材与木雕表现形式判断。
entity_JZ_MD_035,拳打镇关西,见义勇为、为民除害,木雕,中进东路屏风,木雕拳打镇关西,木雕|拳打镇关西,该木雕建筑装饰以“拳打镇关西”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“拳打镇关西”题材与木雕表现形式进行识别。
entity_JZ_MD_036,血染鸳鸯楼,复仇雪恨、快意恩仇,木雕,中进东路屏风,木雕血染鸳鸯楼,木雕|血染鸳鸯楼|鸳鸯|动物,该木雕建筑装饰以“血染鸳鸯楼”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别鸳鸯、动物等可见特征。
entity_JZ_MD_037,三打祝家庄,智谋取胜、团结协作,木雕,中进东路屏风,木雕三打祝家庄,木雕|三打祝家庄,该木雕建筑装饰以“三打祝家庄”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“三打祝家庄”题材与木雕表现形式进行识别。
entity_JZ_MD_038,枯井救柴进,兄弟义气、智谋破敌,木雕,中进东路屏风,木雕枯井救柴进,木雕|枯井救柴进,该木雕建筑装饰以“枯井救柴进”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“枯井救柴进”题材与木雕表现形式进行识别。
entity_JZ_MD_039,长坂坡救阿斗,忠勇救主、舍生忘死,木雕,中进西路屏风,木雕长坂坡救阿斗,木雕|长坂坡救阿斗,该木雕建筑装饰以“长坂坡救阿斗”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“长坂坡救阿斗”题材与木雕表现形式进行识别。
entity_JZ_MD_040,三顾茅庐,求贤若渴、礼贤下士,木雕,中进西路屏风,木雕三顾茅庐,木雕|三顾茅庐,该木雕建筑装饰以“三顾茅庐”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“三顾茅庐”题材与木雕表现形式进行识别。
entity_JZ_MD_041,老鼠戏葡萄,多子多福,木雕,前庭西连廊西面檐板,木雕老鼠戏葡萄,木雕|老鼠戏葡萄|老鼠|葡萄|动物|植物纹样,该木雕建筑装饰以“老鼠戏葡萄”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别老鼠、葡萄、动物、植物纹样等可见特征。
entity_JZ_MD_042,喜鹊登梅,喜上眉梢、吉祥喜庆,木雕,首进中路南面檐板,木雕喜鹊登梅,木雕|喜鹊登梅|喜鹊,该木雕建筑装饰以“喜鹊登梅”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别喜鹊特征，并结合“喜鹊登梅”题材与木雕表现形式判断。
entity_JZ_MD_043,莲鸭（连甲）,科举连登榜首,木雕,中进东路南面梁架驼墩,连甲|莲鸭|木雕莲鸭,木雕|连甲|莲鸭|植物纹样,该木雕建筑装饰以“莲鸭（连甲）”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别植物纹样特征，并结合“莲鸭（连甲）”题材与木雕表现形式判断。
entity_JZ_MD_044,岁岁有余,岁岁有余、年年有盈,木雕,中进东路北面梁架驼墩,木雕岁岁有余,木雕|岁岁有余,该木雕建筑装饰以“岁岁有余”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“岁岁有余”题材与木雕表现形式进行识别。
entity_JZ_MD_045,太平有象,天下太平、民康物阜,木雕,中进聚贤堂南面梁架驼墩,木雕太平有象,木雕|太平有象|动物,该木雕建筑装饰以“太平有象”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别动物特征，并结合“太平有象”题材与木雕表现形式判断。
entity_JZ_MD_046,弥勒戏狮,驱邪避祟、吉祥意愿,木雕,中进聚贤堂南面驼墩,木雕弥勒戏狮,木雕|弥勒戏狮|弥勒|动物,该木雕建筑装饰以“弥勒戏狮”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别弥勒、动物等可见特征。
entity_JZ_MD_047,采菊图,隐逸高洁、崇尚自然,木雕,中进聚贤堂南面梁架驼墩,采菊|木雕采菊图,木雕|采菊图|植物纹样,该木雕建筑装饰以“采菊图”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别植物纹样特征，并结合“采菊图”题材与木雕表现形式判断。
entity_JZ_MD_048,画龙点睛,神乎其技,木雕,中进聚贤堂南面驼墩,木雕画龙点睛,木雕|画龙点睛,该木雕建筑装饰以“画龙点睛”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“画龙点睛”题材与木雕表现形式进行识别。
entity_JZ_MD_049,张飞战马超,猛将英勇、智谋收服,木雕,中进聚贤堂南面驼墩,木雕张飞战马超,木雕|张飞战马超|张飞|动物,该木雕建筑装饰以“张飞战马超”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别张飞、动物等可见特征。
entity_JZ_MD_050,空城计,颂扬智谋胆识,木雕,首进中路南面檐板,木雕空城计,木雕|空城计,该木雕建筑装饰以“空城计”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“空城计”题材与木雕表现形式进行识别。
entity_JZ_MD_051,截江夺阿斗,忠勇护主,木雕,中进聚贤堂南面檐板,木雕截江夺阿斗,木雕|截江夺阿斗,该木雕建筑装饰以“截江夺阿斗”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“截江夺阿斗”题材与木雕表现形式进行识别。
entity_JZ_MD_052,榴开雀聚,子孙兴旺、加官进爵,木雕,后进中路神龛罩,木雕榴开雀聚,木雕|榴开雀聚,该木雕建筑装饰以“榴开雀聚”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“榴开雀聚”题材与木雕表现形式进行识别。
entity_JZ_MD_053,三羊开泰,冬去春来、吉祥好运,木雕,后进中路神龛罩,木雕三羊开泰,木雕|三羊开泰|动物,该木雕建筑装饰以“三羊开泰”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别动物特征，并结合“三羊开泰”题材与木雕表现形式判断。
entity_JZ_MD_054,金玉满堂,富足有余,木雕,后进中路神龛罩,木雕金玉满堂,木雕|金玉满堂,该木雕建筑装饰以“金玉满堂”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“金玉满堂”题材与木雕表现形式进行识别。
entity_JZ_MD_055,二甲传胪,金榜题名,木雕,后进中路神龛罩,木雕二甲传胪,木雕|二甲传胪,该木雕建筑装饰以“二甲传胪”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“二甲传胪”题材与木雕表现形式进行识别。
entity_JZ_MD_056,知音,知音难求、珍视情谊,木雕,后进中路神龛罩,木雕知音,木雕|知音,该木雕建筑装饰以“知音”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“知音”题材与木雕表现形式进行识别。
entity_JZ_MD_057,竹林七贤,魏晋文人风骨,木雕,首进中路南面檐板,木雕竹林七贤,木雕|竹林七贤|竹林|植物纹样,该木雕建筑装饰以“竹林七贤”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别竹林、植物纹样等可见特征。
