work_id,work_name,relationship_type,target_name,target_type,evidence
entity_JZ_MD_017,踏雪寻梅,DEPICTS,孟浩然,StoryCharacter,孟浩然冒雪骑驴赏梅
entity_JZ_MD_017,踏雪寻梅,HAS_MEANING,文人雅趣,CulturalMeaning,文人隐逸高洁
entity_JZ_MD_018,渔樵耕读,DEPICTS,严子陵,StoryCharacter,四个典故人物
entity_JZ_MD_018,渔樵耕读,DEPICTS,朱买臣,StoryCharacter,四个典故人物
entity_JZ_MD_018,渔樵耕读,DEPICTS,舜,StoryCharacter,四个典故人物
entity_JZ_MD_018,渔樵耕读,DEPICTS,苏秦,StoryCharacter,四个典故人物
entity_JZ_MD_018,渔樵耕读,HAS_MEANING,教化励志,CulturalMeaning,传统四业、励志典故
entity_JZ_MD_019,六国大封相,DEPICTS,苏秦,StoryCharacter,苏秦佩六国相印衣锦还乡
entity_JZ_MD_019,六国大封相,HAS_MEANING,教化励志,CulturalMeaning,发愤图强、功成名就
entity_JZ_MD_019,六国大封相,HAS_MEANING,加官进禄,CulturalMeaning,衣锦还乡
entity_JZ_MD_019,六国大封相,USES_TECHNIQUE,镂雕,CraftTechnique,聚贤堂屏风双面镂雕
entity_JZ_MD_020,渭水访贤,DEPICTS,周文王,StoryCharacter,姬昌访贤
entity_JZ_MD_020,渭水访贤,DEPICTS,姜子牙,StoryCharacter,姜尚垂钓
entity_JZ_MD_020,渭水访贤,DEPICTS,武吉,StoryCharacter,樵夫武吉
entity_JZ_MD_020,渭水访贤,HAS_MEANING,智慧谋略,CulturalMeaning,礼贤下士、求贤若渴
entity_JZ_MD_020,渭水访贤,USES_TECHNIQUE,镂雕,CraftTechnique,聚贤堂屏风双面镂雕
entity_JZ_MD_021,三英战吕布,DEPICTS,张飞,StoryCharacter,三英战吕布
entity_JZ_MD_021,三英战吕布,DEPICTS,关羽,StoryCharacter,三英战吕布
entity_JZ_MD_021,三英战吕布,DEPICTS,刘备,StoryCharacter,三英战吕布
entity_JZ_MD_021,三英战吕布,DEPICTS,吕布,StoryCharacter,三英战吕布
entity_JZ_MD_021,三英战吕布,HAS_MEANING,英雄气概,CulturalMeaning,英勇善战、团结抗敌
entity_JZ_MD_021,三英战吕布,USES_TECHNIQUE,镂雕,CraftTechnique,聚贤堂屏风双面镂雕
entity_JZ_MD_022,赤壁之战,DEPICTS,周瑜,StoryCharacter,赤壁之战，周瑜麾下黄盖
entity_JZ_MD_022,赤壁之战,DEPICTS,黄盖,StoryCharacter,黄盖诈降
entity_JZ_MD_022,赤壁之战,HAS_MEANING,智慧谋略,CulturalMeaning,智谋取胜
entity_JZ_MD_022,赤壁之战,USES_TECHNIQUE,镂雕,CraftTechnique,聚贤堂屏风双面镂雕
entity_JZ_MD_023,岳飞大破金兵,DEPICTS,岳飞,StoryCharacter,岳飞、岳云、秦桧
entity_JZ_MD_023,岳飞大破金兵,DEPICTS,岳云,StoryCharacter,岳飞、岳云、秦桧
entity_JZ_MD_023,岳飞大破金兵,DEPICTS,秦桧,StoryCharacter,岳飞、岳云、秦桧
entity_JZ_MD_023,岳飞大破金兵,HAS_MEANING,忠义报国,CulturalMeaning,精忠报国、民族英雄
entity_JZ_MD_023,岳飞大破金兵,USES_TECHNIQUE,镂雕,CraftTechnique,聚贤堂屏风双面镂雕
entity_JZ_MD_024,郭子仪祝寿,DEPICTS,郭子仪,StoryCharacter,郭子仪祝寿，七子八婿
entity_JZ_MD_024,郭子仪祝寿,HAS_MEANING,福寿安康,CulturalMeaning,大富贵亦寿考
entity_JZ_MD_024,郭子仪祝寿,HAS_MEANING,加官进禄,CulturalMeaning,子孙显贵
entity_JZ_MD_024,郭子仪祝寿,HAS_MEANING,建功立业,CulturalMeaning,光耀门庭
entity_JZ_MD_024,郭子仪祝寿,USES_TECHNIQUE,镂雕,CraftTechnique,聚贤堂屏风双面镂雕
entity_JZ_MD_025,太白退蕃书,DEPICTS,李白,StoryCharacter,李白要求高力士脱靴、杨国忠磨墨
entity_JZ_MD_025,太白退蕃书,DEPICTS,高力士,StoryCharacter,高力士脱靴
entity_JZ_MD_025,太白退蕃书,DEPICTS,杨国忠,StoryCharacter,杨国忠磨墨
entity_JZ_MD_025,太白退蕃书,DEPICTS,唐玄宗,StoryCharacter,玄宗旁观
entity_JZ_MD_025,太白退蕃书,HAS_MEANING,才华横溢,CulturalMeaning,才华横溢、威震外邦
entity_JZ_MD_025,太白退蕃书,USES_TECHNIQUE,镂雕,CraftTechnique,聚贤堂屏风双面镂雕
entity_JZ_MD_026,拳打镇关西,DEPICTS,鲁达,StoryCharacter,鲁达打死镇关西
entity_JZ_MD_026,拳打镇关西,DEPICTS,镇关西,StoryCharacter,鲁达打死镇关西
entity_JZ_MD_026,拳打镇关西,HAS_MEANING,侠义精神,CulturalMeaning,见义勇为、为民除害
entity_JZ_MD_026,拳打镇关西,USES_TECHNIQUE,镂雕,CraftTechnique,东路屏风双面镂雕
entity_JZ_MD_027,三打祝家庄,DEPICTS,宋江,StoryCharacter,宋江与众好汉攻打祝家庄
entity_JZ_MD_027,三打祝家庄,HAS_MEANING,智慧谋略,CulturalMeaning,智谋取胜、团结协作
entity_JZ_MD_027,三打祝家庄,USES_TECHNIQUE,镂雕,CraftTechnique,东路屏风双面镂雕
entity_JZ_MD_028,长坂坡救阿斗,DEPICTS,赵云,StoryCharacter,赵云七进七出救阿斗
entity_JZ_MD_028,长坂坡救阿斗,DEPICTS,阿斗,StoryCharacter,赵云救阿斗
entity_JZ_MD_028,长坂坡救阿斗,HAS_MEANING,忠义报国,CulturalMeaning,忠勇救主、舍生忘死
entity_JZ_MD_028,长坂坡救阿斗,USES_TECHNIQUE,镂雕,CraftTechnique,西路屏风双面镂雕
entity_JZ_MD_029,三顾茅庐,DEPICTS,刘备,StoryCharacter,刘备三顾茅庐拜访诸葛亮
entity_JZ_MD_029,三顾茅庐,DEPICTS,诸葛亮,StoryCharacter,刘备三顾茅庐拜访诸葛亮
entity_JZ_MD_029,三顾茅庐,HAS_MEANING,智慧谋略,CulturalMeaning,求贤若渴、礼贤下士
entity_JZ_MD_029,三顾茅庐,USES_TECHNIQUE,镂雕,CraftTechnique,西路屏风双面镂雕
entity_JZ_MD_030,祖堂木雕神龛罩,HAS_MEANING,建功立业,CulturalMeaning,光大先祖文风宏业
entity_JZ_MD_031,罗马数字钟木雕,HAS_MEANING,顺遂平安,CulturalMeaning,终生平安
entity_JZ_MD_031,罗马数字钟木雕,HAS_MEANING,中西交融,CulturalMeaning,中西合璧、海丝文化
entity_JZ_MD_031,罗马数字钟木雕,HAS_MEANING,吉祥喜庆,CulturalMeaning,金鸡报晓
entity_JZ_MD_032,赤壁之战,HAS_MEANING,智慧谋略,CulturalMeaning,智谋取胜
entity_JZ_MD_032,赤壁之战,USES_TECHNIQUE,镂雕,CraftTechnique,双面镂雕
entity_JZ_MD_033,薛仁贵大战盖苏文,DEPICTS,薛仁贵,StoryCharacter,薛仁贵大战盖苏文
entity_JZ_MD_033,薛仁贵大战盖苏文,DEPICTS,盖苏文,StoryCharacter,薛仁贵大战盖苏文
entity_JZ_MD_033,薛仁贵大战盖苏文,HAS_MEANING,英雄气概,CulturalMeaning,英雄救主、英勇善战
entity_JZ_MD_033,薛仁贵大战盖苏文,USES_TECHNIQUE,镂雕,CraftTechnique,双面镂雕
entity_JZ_MD_034,岳飞大破金兵,DEPICTS,岳飞,StoryCharacter,岳飞大破金兵
entity_JZ_MD_034,岳飞大破金兵,HAS_MEANING,忠义报国,CulturalMeaning,精忠报国
entity_JZ_MD_034,岳飞大破金兵,USES_TECHNIQUE,镂雕,CraftTechnique,双面镂雕
entity_JZ_MD_035,拳打镇关西,DEPICTS,鲁达,StoryCharacter,鲁达打死镇关西
entity_JZ_MD_035,拳打镇关西,DEPICTS,镇关西,StoryCharacter,鲁达打死镇关西
entity_JZ_MD_035,拳打镇关西,HAS_MEANING,侠义精神,CulturalMeaning,见义勇为、为民除害
entity_JZ_MD_035,拳打镇关西,USES_TECHNIQUE,镂雕,CraftTechnique,双面镂雕
entity_JZ_MD_036,血染鸳鸯楼,DEPICTS,武松,StoryCharacter,武松血染鸳鸯楼
entity_JZ_MD_036,血染鸳鸯楼,HAS_MEANING,复仇雪恨,CulturalMeaning,复仇雪恨、快意恩仇
entity_JZ_MD_036,血染鸳鸯楼,USES_TECHNIQUE,镂雕,CraftTechnique,双面镂雕
entity_JZ_MD_037,三打祝家庄,DEPICTS,宋江,StoryCharacter,宋江与众好汉攻打祝家庄
entity_JZ_MD_037,三打祝家庄,HAS_MEANING,智慧谋略,CulturalMeaning,智谋取胜、团结协作
entity_JZ_MD_037,三打祝家庄,USES_TECHNIQUE,镂雕,CraftTechnique,双面镂雕
entity_JZ_MD_038,枯井救柴进,DEPICTS,柴进,StoryCharacter,枯井救柴进
entity_JZ_MD_038,枯井救柴进,HAS_MEANING,情谊深厚,CulturalMeaning,兄弟义气、智谋破敌
entity_JZ_MD_038,枯井救柴进,USES_TECHNIQUE,镂雕,CraftTechnique,双面镂雕
entity_JZ_MD_039,长坂坡救阿斗,DEPICTS,赵云,StoryCharacter,赵云救阿斗
entity_JZ_MD_039,长坂坡救阿斗,DEPICTS,阿斗,StoryCharacter,赵云救阿斗
entity_JZ_MD_039,长坂坡救阿斗,HAS_MEANING,忠义报国,CulturalMeaning,忠勇救主、舍生忘死
entity_JZ_MD_039,长坂坡救阿斗,USES_TECHNIQUE,镂雕,CraftTechnique,双面镂雕
entity_JZ_MD_040,三顾茅庐,DEPICTS,刘备,StoryCharacter,刘备三顾茅庐
entity_JZ_MD_040,三顾茅庐,DEPICTS,诸葛亮,StoryCharacter,刘备三顾茅庐
entity_JZ_MD_040,三顾茅庐,HAS_MEANING,智慧谋略,CulturalMeaning,求贤若渴、礼贤下士
entity_JZ_MD_040,三顾茅庐,USES_TECHNIQUE,镂雕,CraftTechnique,双面镂雕
entity_JZ_MD_041,老鼠戏葡萄,HAS_MEANING,子孙繁衍,CulturalMeaning,多子多福
entity_JZ_MD_041,老鼠戏葡萄,USES_TECHNIQUE,浮雕,CraftTechnique,檐板浮雕
entity_JZ_MD_042,喜鹊登梅,HAS_MEANING,吉祥喜庆,CulturalMeaning,喜上眉梢、吉祥喜庆
entity_JZ_MD_042,喜鹊登梅,USES_TECHNIQUE,浮雕,CraftTechnique,檐板浮雕
entity_JZ_MD_043,莲鸭连甲,HAS_MEANING,科举及第,CulturalMeaning,科举连登榜首
entity_JZ_MD_043,莲鸭连甲,USES_TECHNIQUE,浮雕,CraftTechnique,驼墩浮雕
entity_JZ_MD_044,岁岁有余,HAS_MEANING,顺遂平安,CulturalMeaning,岁岁有余、年年有盈
entity_JZ_MD_044,岁岁有余,USES_TECHNIQUE,浮雕,CraftTechnique,驼墩浮雕
entity_JZ_MD_045,太平有象,HAS_MEANING,顺遂平安,CulturalMeaning,天下太平、民康物阜
entity_JZ_MD_045,太平有象,USES_TECHNIQUE,浮雕,CraftTechnique,驼墩浮雕
entity_JZ_MD_046,弥勒戏狮,DEPICTS,弥勒,StoryCharacter,弥勒戏狮
entity_JZ_MD_046,弥勒戏狮,HAS_MEANING,辟邪祈福,CulturalMeaning,驱邪避祟、吉祥意愿
entity_JZ_MD_046,弥勒戏狮,USES_TECHNIQUE,浮雕,CraftTechnique,驼墩浮雕
entity_JZ_MD_047,采菊图,HAS_MEANING,文人雅趣,CulturalMeaning,隐逸高洁、崇尚自然
entity_JZ_MD_047,采菊图,USES_TECHNIQUE,浮雕,CraftTechnique,驼墩浮雕
entity_JZ_MD_048,画龙点睛,HAS_MEANING,才华横溢,CulturalMeaning,神乎其技
entity_JZ_MD_048,画龙点睛,USES_TECHNIQUE,浮雕,CraftTechnique,驼墩浮雕
entity_JZ_MD_049,张飞战马超,DEPICTS,张飞,StoryCharacter,张飞战马超
entity_JZ_MD_049,张飞战马超,DEPICTS,马超,StoryCharacter,张飞战马超
entity_JZ_MD_049,张飞战马超,HAS_MEANING,英雄气概,CulturalMeaning,猛将英勇、智谋收服
entity_JZ_MD_049,张飞战马超,USES_TECHNIQUE,浮雕,CraftTechnique,驼墩浮雕
entity_JZ_MD_050,空城计,DEPICTS,诸葛亮,StoryCharacter,空城计主角诸葛亮
entity_JZ_MD_050,空城计,HAS_MEANING,智慧谋略,CulturalMeaning,颂扬智谋胆识
entity_JZ_MD_050,空城计,USES_TECHNIQUE,浮雕,CraftTechnique,檐板浮雕
entity_JZ_MD_051,截江夺阿斗,DEPICTS,赵云,StoryCharacter,截江夺阿斗
entity_JZ_MD_051,截江夺阿斗,DEPICTS,阿斗,StoryCharacter,截江夺阿斗
entity_JZ_MD_051,截江夺阿斗,HAS_MEANING,忠义报国,CulturalMeaning,忠勇护主
entity_JZ_MD_051,截江夺阿斗,USES_TECHNIQUE,浮雕,CraftTechnique,檐板浮雕
entity_JZ_MD_052,榴开雀聚,HAS_MEANING,子孙繁衍,CulturalMeaning,子孙兴旺
entity_JZ_MD_052,榴开雀聚,HAS_MEANING,加官进禄,CulturalMeaning,加官进爵
entity_JZ_MD_052,榴开雀聚,USES_TECHNIQUE,镂雕,CraftTechnique,神龛罩镂雕
entity_JZ_MD_053,三羊开泰,HAS_MEANING,吉祥喜庆,CulturalMeaning,冬去春来、吉祥好运
entity_JZ_MD_053,三羊开泰,USES_TECHNIQUE,镂雕,CraftTechnique,神龛罩镂雕
entity_JZ_MD_054,金玉满堂,HAS_MEANING,富贵吉祥,CulturalMeaning,富足有余
entity_JZ_MD_054,金玉满堂,USES_TECHNIQUE,镂雕,CraftTechnique,神龛罩镂雕
entity_JZ_MD_055,二甲传胪,HAS_MEANING,科举及第,CulturalMeaning,金榜题名
entity_JZ_MD_055,二甲传胪,USES_TECHNIQUE,镂雕,CraftTechnique,神龛罩镂雕
entity_JZ_MD_056,知音,DEPICTS,伯牙,StoryCharacter,知音故事主角
entity_JZ_MD_056,知音,DEPICTS,钟子期,StoryCharacter,知音故事主角
entity_JZ_MD_056,知音,HAS_MEANING,情谊深厚,CulturalMeaning,知音难求、珍视情谊
entity_JZ_MD_056,知音,USES_TECHNIQUE,镂雕,CraftTechnique,神龛罩镂雕
entity_JZ_MD_057,竹林七贤,DEPICTS,嵇康,StoryCharacter,竹林七贤
entity_JZ_MD_057,竹林七贤,DEPICTS,阮籍,StoryCharacter,竹林七贤
entity_JZ_MD_057,竹林七贤,DEPICTS,山涛,StoryCharacter,竹林七贤
entity_JZ_MD_057,竹林七贤,DEPICTS,向秀,StoryCharacter,竹林七贤
entity_JZ_MD_057,竹林七贤,DEPICTS,刘伶,StoryCharacter,竹林七贤
entity_JZ_MD_057,竹林七贤,DEPICTS,阮咸,StoryCharacter,竹林七贤
entity_JZ_MD_057,竹林七贤,DEPICTS,王戎,StoryCharacter,竹林七贤
entity_JZ_MD_057,竹林七贤,HAS_MEANING,文人雅趣,CulturalMeaning,魏晋文人风骨
entity_JZ_MD_057,竹林七贤,USES_TECHNIQUE,浮雕,CraftTechnique,檐板浮雕
entity_JZ_SD_001,正门前石狮,HAS_MEANING,辟邪祈福,CulturalMeaning,权力威严、镇宅
entity_JZ_SD_001,正门前石狮,HAS_MEANING,子孙繁衍,CulturalMeaning,子孙兴旺
entity_JZ_SD_001,正门前石狮,HAS_MEANING,加官进禄,CulturalMeaning,节节高升
entity_JZ_SD_001,正门前石狮,USES_TECHNIQUE,圆雕,CraftTechnique,狮身圆雕
entity_JZ_SD_001,正门前石狮,USES_TECHNIQUE,高浮雕,CraftTechnique,基座高浮雕
entity_JZ_SD_001,正门前石狮,USES_TECHNIQUE,链雕,CraftTechnique,口含石球链雕
entity_JZ_SD_002,金蟾吐瑞气,HAS_MEANING,富贵吉祥,CulturalMeaning,招财进宝、吉祥
entity_JZ_SD_002,金蟾吐瑞气,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_003,日神月神,DEPICTS,日神,StoryCharacter,男性日神
entity_JZ_SD_003,日神月神,DEPICTS,月神,StoryCharacter,女性月神
entity_JZ_SD_003,日神月神,HAS_MEANING,辟邪祈福,CulturalMeaning,驱除邪恶
entity_JZ_SD_003,日神月神,HAS_MEANING,自然崇拜,CulturalMeaning,自然崇拜
entity_JZ_SD_003,日神月神,USES_TECHNIQUE,高浮雕,CraftTechnique,高浮雕
entity_JZ_SD_004,八仙,DEPICTS,汉钟离,StoryCharacter,八仙
entity_JZ_SD_004,八仙,DEPICTS,张果老,StoryCharacter,八仙
entity_JZ_SD_004,八仙,DEPICTS,韩湘子,StoryCharacter,八仙
entity_JZ_SD_004,八仙,DEPICTS,铁拐李,StoryCharacter,八仙
entity_JZ_SD_004,八仙,DEPICTS,曹国舅,StoryCharacter,八仙
entity_JZ_SD_004,八仙,DEPICTS,吕洞宾,StoryCharacter,八仙
entity_JZ_SD_004,八仙,DEPICTS,蓝采和,StoryCharacter,八仙
entity_JZ_SD_004,八仙,DEPICTS,何仙姑,StoryCharacter,八仙
entity_JZ_SD_004,八仙,HAS_MEANING,辟邪祈福,CulturalMeaning,吉祥辟邪
entity_JZ_SD_004,八仙,USES_TECHNIQUE,高浮雕,CraftTechnique,高浮雕
entity_JZ_SD_005,木棉花开,HAS_MEANING,吉祥喜庆,CulturalMeaning,春回大地、万物新生
entity_JZ_SD_005,木棉花开,HAS_MEANING,英雄气概,CulturalMeaning,英雄树、英雄花
entity_JZ_SD_005,木棉花开,USES_TECHNIQUE,高浮雕,CraftTechnique,高浮雕
entity_JZ_SD_006,子孙兴旺,HAS_MEANING,子孙繁衍,CulturalMeaning,子孙兴旺
entity_JZ_SD_006,子孙兴旺,USES_TECHNIQUE,高浮雕,CraftTechnique,高浮雕
entity_JZ_SD_007,六合同春,HAS_MEANING,福寿安康,CulturalMeaning,长寿富贵
entity_JZ_SD_007,六合同春,HAS_MEANING,顺遂平安,CulturalMeaning,天下太平、欣欣向荣
entity_JZ_SD_007,六合同春,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_008,喜上眉梢,HAS_MEANING,吉祥喜庆,CulturalMeaning,喜庆吉祥
entity_JZ_SD_008,喜上眉梢,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_009,封侯挂印,HAS_MEANING,加官进禄,CulturalMeaning,帝王赐爵授印、高升
entity_JZ_SD_009,封侯挂印,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_010,一路连科,HAS_MEANING,科举及第,CulturalMeaning,连中三元、科举及第
entity_JZ_SD_010,一路连科,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_011,蟾宫折桂,HAS_MEANING,科举及第,CulturalMeaning,科举高中
entity_JZ_SD_011,蟾宫折桂,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_012,麒麟吐玉书,HAS_MEANING,祥瑞象征,CulturalMeaning,祥瑞降临、圣贤诞生
entity_JZ_SD_012,麒麟吐玉书,HAS_MEANING,子孙繁衍,CulturalMeaning,麒麟送子
entity_JZ_SD_012,麒麟吐玉书,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_013,刘海戏金蟾,DEPICTS,刘海,StoryCharacter,刘海立于山石上与三足金蟾相戏
entity_JZ_SD_013,刘海戏金蟾,HAS_MEANING,富贵吉祥,CulturalMeaning,财源兴旺、幸福美好
entity_JZ_SD_013,刘海戏金蟾,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_014,英雄图,HAS_MEANING,英雄气概,CulturalMeaning,激励奋发向上
entity_JZ_SD_014,英雄图,HAS_MEANING,加官进禄,CulturalMeaning,取得官禄
entity_JZ_SD_014,英雄图,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_015,太狮少狮,HAS_MEANING,加官进禄,CulturalMeaning,官高权重
entity_JZ_SD_015,太狮少狮,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_016,福禄寿,HAS_MEANING,福寿安康,CulturalMeaning,福禄寿
entity_JZ_SD_016,福禄寿,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_017,踏雪寻梅,DEPICTS,孟浩然,StoryCharacter,孟浩然冒雪骑驴赏梅
entity_JZ_SD_017,踏雪寻梅,HAS_MEANING,文人雅趣,CulturalMeaning,文人雅士高洁情怀与隐逸之风
entity_JZ_SD_017,踏雪寻梅,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_018,太平有象,HAS_MEANING,顺遂平安,CulturalMeaning,天下太平
entity_JZ_SD_018,太平有象,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_019,苏武牧羊,DEPICTS,苏武,StoryCharacter,苏武牧羊
entity_JZ_SD_019,苏武牧羊,HAS_MEANING,忠义报国,CulturalMeaning,忠君爱国
entity_JZ_SD_019,苏武牧羊,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_020,独占鳌头,HAS_MEANING,科举及第,CulturalMeaning,考中状元、居于首位
entity_JZ_SD_020,独占鳌头,HAS_MEANING,防火辟邪,CulturalMeaning,辟邪防火
entity_JZ_SD_020,独占鳌头,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_021,丹凤朝阳,HAS_MEANING,吉祥喜庆,CulturalMeaning,贤才赶上好时机
entity_JZ_SD_021,丹凤朝阳,HAS_MEANING,祥瑞象征,CulturalMeaning,天下太平
entity_JZ_SD_021,丹凤朝阳,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_022,福寿双全,HAS_MEANING,福寿安康,CulturalMeaning,福寿双全
entity_JZ_SD_022,福寿双全,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_023,暗八仙,HAS_MEANING,辟邪祈福,CulturalMeaning,吉祥辟邪
entity_JZ_SD_023,暗八仙,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_024,麒麟,HAS_MEANING,祥瑞象征,CulturalMeaning,祥瑞象征
entity_JZ_SD_024,麒麟,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_025,麻姑献寿,DEPICTS,麻姑,StoryCharacter,麻姑手捧蟠桃
entity_JZ_SD_025,麻姑献寿,HAS_MEANING,福寿安康,CulturalMeaning,祝贺长寿
entity_JZ_SD_025,麻姑献寿,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_026,吹箫引凤,DEPICTS,箫史,StoryCharacter,箫史与弄玉
entity_JZ_SD_026,吹箫引凤,DEPICTS,弄玉,StoryCharacter,箫史与弄玉
entity_JZ_SD_026,吹箫引凤,HAS_MEANING,姻缘美满,CulturalMeaning,美好姻缘
entity_JZ_SD_026,吹箫引凤,HAS_MEANING,得道成仙,CulturalMeaning,得道成仙
entity_JZ_SD_026,吹箫引凤,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_027,画龙点睛,HAS_MEANING,才华横溢,CulturalMeaning,关键处用妙笔使内容生动传神
entity_JZ_SD_027,画龙点睛,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_028,九世同居,HAS_MEANING,天伦之乐,CulturalMeaning,合家团聚、同堂和睦
entity_JZ_SD_028,九世同居,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_029,赵颜求寿,DEPICTS,赵颜,StoryCharacter,赵颜求寿
entity_JZ_SD_029,赵颜求寿,DEPICTS,南斗,StoryCharacter,南斗北斗两位老人
entity_JZ_SD_029,赵颜求寿,DEPICTS,北斗,StoryCharacter,南斗北斗两位老人
entity_JZ_SD_029,赵颜求寿,HAS_MEANING,福寿安康,CulturalMeaning,祈求长寿延年
entity_JZ_SD_029,赵颜求寿,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_030,佛手瓜果,HAS_MEANING,福运福气,CulturalMeaning,多福
entity_JZ_SD_030,佛手瓜果,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_031,宝鸭穿莲,HAS_MEANING,科举及第,CulturalMeaning,高中科举
entity_JZ_SD_031,宝鸭穿莲,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_032,风云际会,HAS_MEANING,科举及第,CulturalMeaning,鲤鱼跳龙门
entity_JZ_SD_032,风云际会,HAS_MEANING,教化励志,CulturalMeaning,有才之士遇到难得机会平步青云
entity_JZ_SD_032,风云际会,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_033,龙凤呈祥,HAS_MEANING,吉祥喜庆,CulturalMeaning,太平盛世、高贵吉祥
entity_JZ_SD_033,龙凤呈祥,HAS_MEANING,姻缘美满,CulturalMeaning,祈愿新婚夫妇幸福
entity_JZ_SD_033,龙凤呈祥,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_034,榴开雀聚,HAS_MEANING,子孙繁衍,CulturalMeaning,子孙昌盛
entity_JZ_SD_034,榴开雀聚,HAS_MEANING,加官进禄,CulturalMeaning,爵禄相聚
entity_JZ_SD_034,榴开雀聚,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_035,狮子滚绣球,HAS_MEANING,吉祥喜庆,CulturalMeaning,吉祥喜庆
entity_JZ_SD_035,狮子滚绣球,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_036,壮士斗牛,DEPICTS,壮士,StoryCharacter,一壮士力斗两头牛
entity_JZ_SD_036,壮士斗牛,HAS_MEANING,五谷丰登,CulturalMeaning,祈求五谷丰登
entity_JZ_SD_036,壮士斗牛,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_037,天下文明,HAS_MEANING,吉祥喜庆,CulturalMeaning,吉祥太平
entity_JZ_SD_037,天下文明,HAS_MEANING,祥瑞象征,CulturalMeaning,天下文明
entity_JZ_SD_037,天下文明,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_038,天官赐福,DEPICTS,天官,StoryCharacter,天官、善财童子
entity_JZ_SD_038,天官赐福,DEPICTS,善财童子,StoryCharacter,天官、善财童子
entity_JZ_SD_038,天官赐福,HAS_MEANING,福运福气,CulturalMeaning,赐福
entity_JZ_SD_038,天官赐福,HAS_MEANING,子孙繁衍,CulturalMeaning,世代繁衍
entity_JZ_SD_038,天官赐福,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_039,状元及第,DEPICTS,状元,StoryCharacter,高中状元者
entity_JZ_SD_039,状元及第,HAS_MEANING,科举及第,CulturalMeaning,科举高中、功名成就
entity_JZ_SD_039,状元及第,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_040,渭水访贤,DEPICTS,周文王,StoryCharacter,周文王访贤
entity_JZ_SD_040,渭水访贤,DEPICTS,姜子牙,StoryCharacter,姜子牙垂钓
entity_JZ_SD_040,渭水访贤,HAS_MEANING,智慧谋略,CulturalMeaning,求贤若渴、礼贤下士
entity_JZ_SD_040,渭水访贤,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_041,孔明智收姜维,DEPICTS,诸葛亮,StoryCharacter,孔明智收姜维
entity_JZ_SD_041,孔明智收姜维,DEPICTS,姜维,StoryCharacter,孔明智收姜维
entity_JZ_SD_041,孔明智收姜维,HAS_MEANING,智慧谋略,CulturalMeaning,慧眼识才、求贤得贤
entity_JZ_SD_041,孔明智收姜维,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_042,引福归堂,DEPICTS,钟馗,StoryCharacter,钟馗一手执扇一手引蝙蝠
