id,name,entity_type,entity_label,tags,description,images,source,保护级别,标注,别称,别名,博物馆级别,材质,材质/工艺,藏品数量,称号,城市名称,尺寸,当前展览,地理位置,工艺技法,工艺类别,功能,官方网站,馆藏来源,馆藏数量,核心建筑,幻灯片编号,籍贯,简介,建筑格局,建筑面积,建筑数量,景区级别,捐赠,捐赠人,捐赠人/作者,开放时间,款识,类别,类别缩写,联系电话,落成时间,门票信息,面积,内容描述,年代,起止时间,全称,入馆时间,身份,生卒年,时间,时长,始建时间,适合,收藏单位,图片URL,位置,位置数量,文化寓意,与陈家祠关系,展览类型,展期,展厅,占地面积,珍贵文物,职务,主题,主题简介,主题名称,主要装饰,作品数量,作者,作者/铭文者
entity_CP_FXCQ_003,绘百花丛中最鲜艳图瓷板画,藏品,CollectionItem,枫溪瓷器,作者：叶竹青（1935年—2022年） 作品以冠绝群芳的牡丹花为主体，用工笔画技法彩绘并点缀堆金工艺。艳丽多姿的牡丹与翩翩飞舞的蝴蝶形成强烈对比，层次丰富。作品注重意境的发掘，巧妙地留白透气，意在画外。作者在洁白光滑的釉面瓷板上工笔描绘，将新彩与堆金等技法融为一体。牡丹花用没骨法描绘，按底稿直接用瓷色料洗染，叶子和枝干、玉兰花及枝干等用匀整流畅的线条勾勒、洗染、代赭点缀，再运用潮彩独有的堆金装饰工艺在叶筋上描凸起的线条，第一次入窑烧烤后又在上面用金水描瓷，再次入窑烧烤，画面因此显得金色辉煌。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620887356961/2021-05-131620887368336.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,连框长66cm 高102cm,,,,,,,潮州,,,,,,,,,,,,,,,,,,,,,,2006年作，2011年捐赠广东民间工艺博物馆,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620887356961/2021-05-131620887368336.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_004,《红楼十二钗》摆件,藏品,CollectionItem,枫溪瓷器,作者：陈钟鸣（1936-2008） 作品塑造了“大观园”里十二个女性喜、怒、哀、乐的动人形象。十二个人物姿态各异，发髻和头饰无一雷同，眼神刻画细腻。此外用梅花、牡丹、芍药、海棠、莲花、玫瑰、菊花和三角梅等活色生香的瓷花衬托人物的不同性格，例如以梅花隐喻林黛玉的清高愤俗，以牡丹花衬托贾元春的荣华显贵，以睡莲暗示妙玉潜心之洁等等。作者将枫溪独具的瓷花捏塑艺术与人物瓷塑融于一体，朵朵瓷花薄如纸、细如丝，可见匠心独运。人物塑造上，既有精雕细琢，又有夸张写意；既有传统的典雅之风，又有现代的张扬之气。色彩处理上，以白釉素彩为主，人物面部和服饰略施彩釉，既体现枫溪瓷质洁白的特色，又符合一贯素雅深邃的艺术风格。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147774.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,高24-38.5cm,,,,,,,潮州枫溪,,,,,,,,,,,,,,,,,,,,,,1984年作,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147774.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_005,《天女散花》摆件,藏品,CollectionItem,枫溪瓷器,作者：郑才守 作品着力塑造了仙女的动人形象，刻画十分精细。人物动态造型具有节奏感，一手高抬花篮将篮中花倒下，一手略弯伸向下方，上下对称，形成一个内在的动向线。作品的动势、感情、意境等在很大程度上靠衣纹的刚柔、虚实、聚散、松紧等变化来体现。人物整体用瓷泥捏塑，花篮是在瓷胎上雕镂出连续几何纹样的通花纹，飘散而下的瓷花或捏或贴，与篮的通雕巧妙结合。作者将潮州枫溪的瓷塑、瓷通雕和瓷花等三种不同技艺集于一体，又融合了“妆饰土”和釉上彩工艺，别开生面。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147727.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,长28cm 宽26cm 高49.5cm,,,,,,,潮州枫溪,,,,,,,,,,,,,,,,,,,,,,1973年作,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147727.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_006,《伏击》摆件,藏品,CollectionItem,枫溪瓷器,作者：吴德立（1933—1983年） 这件六十年代的作品用写实的手法表现越南人民抗击美帝侵略者的英勇形象，与传统人物题材完全不同，具有强烈的时代气息。作者抓住“抗美援越”的主题，表现一男一女两个越南民兵在路上埋地雷的场景。女民兵的形象有别于传统的“仕女脸”，体现了工艺师继承传统后的创新。作品一次入窑、经1320度高温烧烤而成，釉色精美，艺术效果上佳，在当年技术和条件受制约的情况下，作者全凭自己多年积累的丰富实践经验完成，可见技艺之高超。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147664.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,高26cm,,,,,,,潮州枫溪,,,,,,,,,,,,,,,,,,,,,,1964年作,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147664.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_007,绘平安家园图瓶,藏品,CollectionItem,枫溪瓷器,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581465134384/2020-02-121581465225446.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,高42cm，口径16cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,2007年,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581465134384/2020-02-121581465225446.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_008,瓷塑新仕女系列,藏品,CollectionItem,枫溪瓷器,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581465228149/2020-04-281588038744913.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,高10-29cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,2007年,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581465228149/2020-04-281588038744913.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_009,瓷塑红楼十二钗,藏品,CollectionItem,枫溪瓷器,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581465636061/2020-02-121581465726299.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,高27－38.5cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,1980年,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581465636061/2020-02-121581465726299.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_010,瓷塑江南好之顾盼,藏品,CollectionItem,枫溪瓷器,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581465410759/2020-02-121581465481282.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,高45.7cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,2001年,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581465410759/2020-02-121581465481282.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_011,瓷塑戏曲故事十五贯,藏品,CollectionItem,枫溪瓷器,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581465737017/2020-02-121581465798866.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,1/2高23.4cm 2/2高21.4cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,1960年,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581465737017/2020-02-121581465798866.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_012,瓷塑花妹,藏品,CollectionItem,枫溪瓷器,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581465344932/2020-02-121581465403358.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,高41.5cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,2003年,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581465344932/2020-02-121581465403358.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_013,白玉寄菊通花瓷瓶,藏品,CollectionItem,枫溪瓷器,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581465565140/2020-02-121581465632896.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,高35cm，口径7cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,1980年,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581465565140/2020-02-121581465632896.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_FXCQ_014,瓷塑贵妃醉酒,藏品,CollectionItem,枫溪瓷器,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581465489201/2020-02-121581465558711.jpg,广东民间工艺博物馆官网,,,,,,,枫溪瓷器,,,,高36cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,1995年,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581465489201/2020-02-121581465558711.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_001,龙腾盛世迎新年,藏品,CollectionItem,广东剪纸,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2024-03-041709517816093/2024-03-041709518037757.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,暂无,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,暂无,,,2024/3/4,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2024-03-041709517816093/2024-03-041709518037757.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_002,《做桃粿》,藏品,CollectionItem,广东剪纸,作者：黄少琼（1974年—） 作品用俯视角度表现祖孙四代同堂的场面，近、中、远景物处在同一平面上，充实饱满，井然有序。上部是传统民居建筑的外侧，用剪纸技法表现嵌瓷、灰塑装饰纹样的韵味，正中是如意头，剪四只小蝙蝠围绕一只大蝙蝠，四周是云纹和吉祥花草，寓五福临门、吉祥延连，巧妙表现了潮汕传统民居山墙屋顶的古韵。民居的大门两侧贴上一副“五福临门万事兴”、“千祥云集家昌盛”的楹联，底用纤细的线条剪出绽放的梅花，衬托出浓厚的民间生活气息。做红桃粿是潮汕地区最具特色的年俗文化之一，逢年过节、吉庆喜事，家家户户都要做红桃粿，作为拜祭祖先的供品。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148274.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长63.5cm  高59.5cm,,,,,,,汕头,,,,,,,,,,,,,,,,,,,,,,2011年作，2012年捐赠广东民间工艺博物馆,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148274.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_003,刻纸《电气化》,藏品,CollectionItem,广东剪纸,作者：陈成光(1916-2005年)、林行能(1919—2007年)、林应足（1921—2002年） 上世纪50年代，农村实现了电气化，群众自办小水电，解决农村照明及农副产品加工问题，这件现代题材作品表现的正是农村碾米加工的情景。画面中女青年看着水轮发电机带动碾米机器运转，感受到新时代的变化，神情既惊讶又惊喜。作者正是捕捉到这最动人的一刻，使画面“活”了起来，成功通过剪纸艺术真实记录历史，反映出上个世纪五十年代潮汕农村的面貌及变化，农村生活气息浓郁，时代烙印十分鲜明。作品以蜡光纸为载体，用小刀刻制，采用套嵌式构图，利用图形的外轮廓作框，内容巧妙地嵌套在边框里，靠线线相连使结构牢固，增强构图的美感，勾勒出一幅写实的白描画。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148086.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长24cm  高20.5cm,,,,,,,揭阳,,,,,,,,,,,,,,,,,,,,,,1960年作,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148086.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_004,《潮汕大锣鼓》,藏品,CollectionItem,广东剪纸,作者：许占元（1940年—） 作品刻画报喜锣鼓班巡游的情景，以上方的锣鼓亭为中心，亭上横幅书写“报喜讯”三个大字，对联是“人民公社好”、“幸福万年长”。十三个人物围成上下左右对称的圈状，通过人物的视线投向、手势和动态配合呼应。画面生动，传统民俗特点和时代气息鲜明。这件作品与常见的剪纸有别，既汇集套色、衬色、勾绘等技法，又融刻与剪于一体。先用黑色纸刻成主体图案的主纹，接着将大红、桔红、蓝、浅蓝、浅绿等色纸沿轮廓线内侧剪出，衬贴在主纹下面，然后整体粘贴在粉红色的底纹上。最后给人物脸部染色，并在人物及饰物的黑线条内侧勾绘白色、淡黄色的线条，还在衣裤上绘花纹。经过精心剪、贴、绘，一幅赏心悦目的作品就跃然眼前。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147977.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长36cm 高50cm,,,,,,,饶平,,,,,,,,,,,,,,,,,,,,,,1962年作，2001年捐赠广东民间工艺博物馆,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147977.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_005,《书记试验田》,藏品,CollectionItem,广东剪纸,作者：苏巧莲（1927年——？）、陈成光(1916-2005年) 1958年中央号召广大干部种试验田，特别是县级干部必须亲自种一块田，力争高产。作者以刀代笔，在纸张上生动记录下这段历史，描绘了该政策下一派高产丰收的景象，时代烙印十分鲜明。作品突出表现两个主体人物的形象，人物用“五分脸”，手势和动态互为呼应，再以水稻、光芒、云朵相衬，主次分明。画面采用团块式构图，再在图象轮廓包围内添加线条，使个别断掉的地方连接起来，形成一个完整、紧凑的团块，通过线条与块面的处理，形成疏与密的强烈对比。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148133.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长15cm  高15cm,,,,,,,揭阳,,,,,,,,,,,,,,,,,,,,,,1960年作,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148133.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_006,《天姬送子》,藏品,CollectionItem,广东剪纸,作者：马凤仙 长12cm 高14.2cm 1960年作,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148180.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长12cm  高14.2cm,,,,,,,潮阳,,,,,,,,,,,,,,,,,,,,,,1960年作,,,暂无,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148180.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_007,《绣花》,藏品,CollectionItem,广东剪纸,作者：苏友文（1921—2010年）、王维丰（1922—1978年） 作品创作于人民公社化时期，为现代人物题材，表现农闲时潮汕姑娘心灵手巧、穿针引线绣花的场面，让人耳目一新。作品并非常见的对折剪，而是采用外轮廓对称的自由式构图，即用线条勾勒相向的两个人物形象轮廓，轮廓内并无任何衣纹线条，装饰的纹样也不相同。轮廓线连结整体，构成一个无边框但又结构紧凑的团块。作品用侧身与“五分脸”刻画人物，眼睛、手指和花规上纹样有准确投向，呼应情感。地板上的花纹图案、圆凳子和摆着插花瓶的花几、人物身上和花规上的花等等都巧妙地融为一体，突出“绣花”主题。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148211.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长18.5cm  高18cm,,,,,,,普宁,,,,,,,,,,,,,,,,,,,,,,1960年作,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148211.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_008,《三娘挑经》,藏品,CollectionItem,广东剪纸,"作者：江根和（1868-1960） 《三娘挑经》是著名潮剧曲目， 戏中说三娘逃到白雀寺修炼当尼,其父王大怒,命大将焚烧白雀寺,致三百僧尼死于火海。三娘念诵经文赎罪,普度众生,升迁佛界。戏曲人物历来是潮汕地区剪纸艺人广泛采用的题材，多以阳剪线条进行勾勒，通过衣纹和运动线丰富人物形象，画面节奏感强烈。这件作品采用平视法，通过拼贴组成完整画面，人物造型不受“站七坐五”的人体正常比例束缚，而是根据造型特点和作者的审美情趣进行变形与夸张处理，不但不会使人物畸形，反而增强艺术感染力，体现剪纸艺术的情趣。",https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148055.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长32cm  高18cm,,,,,,,潮安,,,,,,,,,,,,,,,,,,,,,,1960年作,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148055.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_009,铜衬料刻纸《西厢记》,藏品,CollectionItem,广东剪纸,作者：许文进（1891—1959年） 铜衬料刻纸即用铜箔刻线条再衬色纸，色彩明艳、金辉闪烁，极富装饰性。这件作品出自家喻户晓的爱情故事《西厢记》，表现莺莺小姐在十里长亭为张生送行的场面。铜衬料刻纸的顺序是从内到外、从细到粗，线条讲究明快、简洁、有力，与单色剪纸的纤细如丝截然不同。此外还要充分利用制作工具的特点凸显“刀味”。这件作品以铜箔为原料，用刀刻出物象的线条、骨架，然后在背面衬上蓝、浅蓝、粉红、桔红、黑、赭、淡黄等各种色纸，并给人物的脸面绘上颜色，整体精巧玲珑、金碧辉煌，具有浓郁的地方传统特色。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147899.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长32.6cm  高26.6cm,,,,,,,饶平,,,,,,,,,,,,,,,,,,,,,,1955年作,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147899.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_010,《提篮童子》,藏品,CollectionItem,广东剪纸,作者：李知非（1912—2003年） 作品采用传统的对称构图，线条与块面有机结合，画面均衡饱满的同时又活泼而富于变化。同时突出刀剪的韵味，具有较强的装饰效果。画面中间圆型为阳剪，童子手提 “寿”字花篮，篮中盛牡丹、石榴、寿桃，加上两只左右对应的蝴蝶，象征着“福寿三多”、“子孙昌盛”、“富贵幸福”等多种吉祥之意。 李知非的作品题材广泛，善用虚与实、黑与白、粗与细、曲与直等对比方法来增强艺术效果，具有浓郁的生活气息。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148243.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长37.5cm  高37.5cm,,,,,,,澄海,,,,,,,,,,,,,,,,,,,,,,1962年作，1989年捐赠广东民间工艺博物馆,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148243.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_011,《西厢记·跳墙》,藏品,CollectionItem,广东剪纸,作者：杨雪友（1904——1978） 作品以戏曲人物为题材，取自《西厢记》的“跳墙”情节，以阴剪技法为主。阴剪即表现物象的影形，剪去物象轮廓的结构线，以大面积的块面衬托小面积的镂空，在块状中用阴剪镂出细部进行装饰，线线相断，构成图形的点、线、面都互不连接。 作品中山石、芭蕉树、人物的五官及衣衫的所有纹样全用阴剪刻画线条，穿插阳剪的花窗、云朵，画面非常简洁厚朴，可见作者高超的艺术概括能力。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148024.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长25cm  高15cm,,,,,,,潮安,,,,,,,,,,,,,,,,,,,,,,1955年作,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148024.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_012,《女拖拉机手》,藏品,CollectionItem,广东剪纸,作者：许梅村（1918年—1998年） 1958年，国家计划从前苏联进口拖拉机，并在北安开办拖拉机手训练班，梁军第一个报了名，是70多名学员中唯一的女性。两个半月后顺利毕业，成为新中国第一个女拖拉机手，1959年中国制造的第一批东方红拖拉机由她进行操作。该作品在这一时代背景下创作，作者凭借自己深厚的绘画功力，用心去观察、体会生活，以刻刀代笔，在纸上记录下社会的新面貌。作品以团块构图，由表现物象的轮廓线连结整体，构成一个结构紧凑的团块，巧妙地用刻纸艺术独有的语言塑造丰富的节奏感。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147930.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长17.5cm 高22.5cm,,,,,,,饶平,,,,,,,,,,,,,,,,,,,,,,1960年作,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886147930.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_013,《潮剧经典人物剪纸系列》之《龙井渡头》、《十五贯》,藏品,CollectionItem,广东剪纸,作者：黄少琼（1974年—） 作品选取了家喻户晓的经典剧目，以大红宣纸为载体，用纤细、简朴的线条剪出人物形象，表现剧中的精彩场面。作品构图新颖，对人物动态、面部表情、疏密的处理十分恰当。《龙井渡头》讲述穷书生林绍之妻美娘写下离书，回至娘家，其母贪财，四方托媒，为女另择婿。作品以阳剪线条刻画人物形态和面部表情，同时构图上每个人的动作和人与人之间的视线都有准确投向，通过眼神与动作的配合，表现感情呼应。《十五贯》分别用阳剪与阴剪表现两个正与邪的人物，线条与块面的处理并非简单地用几条线来连接，而是形成疏密的强烈对比，同时剪出衣饰纹理的变化，妙在其中。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148305.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长29.8 cm  高29.8 cm,,,,,,,汕头,,,,,,,,,,,,,,,,,,,,,,2012年,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148305.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_014,《大潮汕》,藏品,CollectionItem,广东剪纸,作者：陈传生（1958年—） 作品以刻刀为工具刻制而成，巧妙运用阳刻的云纹线条作为过渡，用近处物体遮挡来解决直线过长、用黑面隐蔽的方法处理直线过多的问题，阳阴结合，黑白对比，富有层次变化。采取团花式构图，画面借鉴装饰画手法，将樟林古港、红头船、凤山妈祖、飘然亭、小公园、城隍庙、龙湫宝塔、湘子桥、文光塔、揭阳楼广场、青澳湾、潮海关、学宫、进贤门、胡文虎大楼、澎湃故居、牌坊街、中山公园、汕尾红场等潮汕四市的名胜古迹、标志性建筑物集于一体。此作品于2015年第十一届中国（深圳）文博会上获“中国工艺美术文化创意奖”金奖。,https://www.gzcjc.com.cn/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148336.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,连框长160cm 高160 cm,,,,,,,汕头,,,,,,,,,,,,,,,,,,,,,,2015年作并捐赠广东民间工艺博物馆,,,2020/1/1,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2021-05-131620886116743/2021-05-131620886148336.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_015,汕头剪纸“八仙”装饰图案,藏品,CollectionItem,广东剪纸,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581501153776/2020-02-121581501230678.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,31×25cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,1960年代,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581501153776/2020-02-121581501230678.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_016,广州剪纸十二生肖图——庆祝香港回归十周年,藏品,CollectionItem,广东剪纸,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581500955478/2020-02-121581501021792.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长65.6cm，宽20.7cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,]2007年,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581500955478/2020-02-121581501021792.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_017,汕头剪纸花篮图,藏品,CollectionItem,广东剪纸,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581500822642/2020-02-121581500882654.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,43.5×32.5cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,1950年代,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581500822642/2020-02-121581500882654.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_018,佛山铜凿剪纸送子图,藏品,CollectionItem,广东剪纸,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581500891539/2020-02-121581500946505.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长15.3cm，宽14.2 cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,民国,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581500891539/2020-02-121581500946505.jpg,,,,,,,,,,,,,,,,暂无,
entity_CP_GDJZ_019,汕头剪纸“猪花”装饰图案,藏品,CollectionItem,广东剪纸,无数据,https://www.gzcjc.com.cn/MY/uploadfile/Article/2020-02-121581501024089/2020-02-121581501116156.jpg,广东民间工艺博物馆官网,,,,,,,广东剪纸,,,,长23cm，宽15cm,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,1982年,,,2020/2/12,,,,,,,,https://www.gzcjc.com.cn/MYwebsite/MY/uploadfile/Article/2020-02-121581501024089/2020-02-121581501116156.jpg,,,,,,,,,,,,,,,,暂无,
